id_set;clauses;k_sat;n_var;num_clauses
87;[[-1], [-5], [-1, -2]];2;5;3
88;[[-1], [-5]];2;5;2
89;[[-1], [1, 4], [1, -2]];2;5;3
90;[[-2], [3], [-5]];2;5;3
91;[[-2, 4], [3], [-4, -1]];2;5;3
92;[[4, -5], [-5, 1], [4, 2]];2;5;3
93;[[3, -5], [4, -2]];2;5;2
94;[[-4, 1], [-5], [4]];2;5;3
95;[[-1], [4], [-5]];2;5;3
96;[[-1], [-2]];2;5;2
97;[[2], [-5], [-2, -1]];2;5;3
98;[[-2], [-4, 3], [-2, -4]];2;5;3
99;[[-5], [-4, -3], [1, 4]];2;5;3
100;[[1, -5], [-3, -2], [4, -5]];2;5;3
101;[[-1, -2], [-5]];2;5;2
102;[[4], [-4, 3], [-5]];2;5;3
103;[[2], [-3, -2]];2;5;2
104;[[-3, -2], [1, 4], [-1]];2;5;3
105;[[2], [-4]];2;5;2
106;[[4], [-5, 2]];2;5;2
107;[[3, 1], [-4], [-1]];2;5;3
108;[[2], [-4], [-3]];2;5;3
109;[[-5], [-2], [3]];2;5;3
110;[[3], [-2]];2;5;2
111;[[-3], [-1], [-1, 2]];2;5;3
112;[[2, -4], [4]];2;5;2
113;[[-2, -3], [-2]];2;5;2
114;[[-4], [-1, -2]];2;5;2
115;[[-1, 3], [-2], [-1, -4]];2;5;3
116;[[3], [-2, -3], [4, -2]];2;5;3
117;[[1], [-3, 4]];2;5;2
118;[[-1, -2], [4, -2]];2;5;2
119;[[-4], [-5]];2;5;2
120;[[-2, -4], [-3, -1]];2;5;2
121;[[-1], [-5, 1], [2]];2;5;3
122;[[-3, -5], [-4, 2], [2]];2;5;3
123;[[-4, 1], [3, 4]];2;5;2
124;[[-2, -1], [-3], [-1, 4]];2;5;3
125;[[4], [-5]];2;5;2
126;[[-1, -4], [-1, -2]];2;5;2
127;[[2], [-1, -5]];2;5;2
128;[[-1], [2]];2;5;2
129;[[-3], [-2, 1], [-4]];2;5;3
130;[[4, 3], [-4], [2]];2;5;3
131;[[4, -5], [1], [-2]];2;5;3
132;[[-2], [-4, 3], [-5, -2]];2;5;3
133;[[4, 3], [2], [-1]];2;5;3
134;[[3, -1], [4], [2, -1]];2;5;3
135;[[3, -4], [3, -2]];2;5;2
136;[[-1], [1, -2]];2;5;2
137;[[-2, -1], [4], [3]];2;5;3
138;[[1], [3, -1]];2;5;2
139;[[3], [4, -5], [3, 4]];2;5;3
140;[[1], [-4, -3]];2;5;2
141;[[2, -5], [-5, 2]];2;5;2
142;[[3, -5], [1, 3]];2;5;2
143;[[2, 1], [2, 4], [4]];2;5;3
144;[[-4, 2], [4]];2;5;2
145;[[2, -3], [3]];2;5;2
146;[[3, -1], [4]];2;5;2
147;[[2, -3], [2, 3], [-3]];2;5;3
148;[[-2], [-1], [-4, 1]];2;5;3
149;[[-4, 2], [-1, -3]];2;5;2
150;[[3], [-4], [1]];2;5;3
151;[[4], [3, 4], [4, 2]];2;5;3
152;[[-2], [-3, -1], [1]];2;5;3
153;[[-2, 4], [2, -5]];2;5;2
154;[[3, -2], [-3], [-4]];2;5;3
155;[[-4], [-1, 2]];2;5;2
156;[[-2, 3], [-1], [-2]];2;5;3
157;[[3, 2], [2, -4], [1, 2]];2;5;3
158;[[-3], [-5, 4]];2;5;2
159;[[3], [-2]];2;5;2
160;[[1], [-2]];2;5;2
161;[[-4, -2], [-1], [-4, 2]];2;5;3
162;[[-4], [-4, -3]];2;5;2
163;[[3, 4], [-5], [-4, -1]];2;5;3
164;[[2], [4, -3], [1, -5]];2;5;3
165;[[1, -2], [-1], [4, -2]];2;5;3
166;[[2], [-2, 4]];2;5;2
167;[[2, 1], [3, -2]];2;5;2
168;[[3, -1], [1, -2]];2;5;2
169;[[-2], [-3, 4], [-4, 2]];2;5;3
170;[[1, -3], [-2, -3]];2;5;2
171;[[3, -2], [3]];2;5;2
172;[[-3], [-4, 1]];2;5;2
173;[[-4, 3], [4]];2;5;2
174;[[3, -2], [-5, 1]];2;5;2
175;[[3], [-5], [2, 4]];2;5;3
176;[[-2], [-3, 4]];2;5;2
177;[[4, -5], [-4, -3], [3, -1]];2;5;3
178;[[-5], [1], [1, -4]];2;5;3
179;[[-3, 2], [4], [1, 4]];2;5;3
180;[[-5], [-4, 2]];2;5;2
181;[[-2], [-1], [4]];2;5;3
182;[[-1], [-2, -4], [-2, -1]];2;5;3
183;[[-3], [-2, -1]];2;5;2
184;[[4, -1], [3], [-5, -4]];2;5;3
185;[[-5], [1, 4]];2;5;2
186;[[-1, -3], [4, -5], [-3]];2;5;3
187;[[-4], [-1, -2]];2;5;2
188;[[2], [-1, -4], [3]];2;5;3
189;[[1, -5], [-2, 3]];2;5;2
190;[[4], [1], [-2, 4]];2;5;3
191;[[2, 1], [-5], [-1, -5]];2;5;3
192;[[3], [-2], [-4, -1]];2;5;3
193;[[-1], [-2]];2;5;2
194;[[-5, 2], [1, -5], [-4, 3]];2;5;3
195;[[-4], [-3], [2]];2;5;3
196;[[-1, -4], [3, 2]];2;5;2
197;[[3, 1], [-4, 1]];2;5;2
198;[[2, 4], [-2]];2;5;2
199;[[-3], [-1], [-1, -5]];2;5;3
200;[[-1], [-4, -1], [4]];2;5;3
201;[[-1, -5], [-1]];2;5;2
202;[[4, -5], [-2, 4]];2;5;2
203;[[1, -2], [1, -5]];2;5;2
204;[[-1], [-3]];2;5;2
205;[[-1], [-3]];2;5;2
206;[[-1, -4], [-3, -5]];2;5;2
207;[[-5], [-1, -2]];2;5;2
208;[[1], [3, 4], [4]];2;5;3
209;[[2, 1], [-3, 1]];2;5;2
210;[[-4], [3]];2;5;2
211;[[4], [-2, -3], [-3, 4]];2;5;3
212;[[-3, 2], [-5]];2;5;2
213;[[2], [1], [3]];2;5;3
214;[[-5], [-2], [2, 1]];2;5;3
215;[[1, 2], [-4], [-3, -1]];2;5;3
216;[[-5, 2], [-3, 2]];2;5;2
217;[[-3, -2], [2, 1]];2;5;2
218;[[-4, -2], [-3], [2]];2;5;3
219;[[-1, 3], [4, -3]];2;5;2
220;[[3], [-5], [4, -3]];2;5;3
221;[[3, -4], [-4]];2;5;2
222;[[2], [4, 1]];2;5;2
223;[[2], [-4]];2;5;2
224;[[-5, -3], [-1, -5]];2;5;2
225;[[-1, 4], [-2, -5], [-2]];2;5;3
226;[[2, -5], [2], [1, -5]];2;5;3
227;[[1, 3], [-5, 3]];2;5;2
228;[[-3], [-2]];2;5;2
229;[[-3, -4], [-4]];2;5;2
230;[[-4, -2], [-5, -4]];2;5;2
231;[[1, -4], [-3, 1]];2;5;2
232;[[-4, 2], [1], [-5]];2;5;3
233;[[4, -5], [4], [3, 2]];2;5;3
234;[[-1, -3], [-1, 4]];2;5;2
235;[[2, -1], [3, -5], [4]];2;5;3
236;[[2], [2, -1]];2;5;2
237;[[-2, -4], [-2, -1], [-1, 2]];2;5;3
238;[[-3, -2], [4]];2;5;2
239;[[-5, 3], [-1], [3]];2;5;3
240;[[1], [-1, 3]];2;5;2
241;[[4, -5], [2, -3]];2;5;2
242;[[-5], [-1]];2;5;2
243;[[3, 4], [-3]];2;5;2
244;[[-2], [-1, -4]];2;5;2
245;[[1, 4], [1], [3, 1]];2;5;3
246;[[-2], [-1, 4]];2;5;2
247;[[-4, 3], [-4], [2, -5]];2;5;3
248;[[1, 3], [2, -1]];2;5;2
249;[[-5], [2, 4]];2;5;2
250;[[3, 2], [-2]];2;5;2
251;[[-5, -4], [-5], [2, 1]];2;5;3
252;[[-2, 3], [4], [2, 3]];2;5;3
253;[[-1, 3], [-5]];2;5;2
254;[[-2], [4, 2], [1, -5]];2;5;3
255;[[-1], [4]];2;5;2
256;[[1, -2], [-1]];2;5;2
257;[[4], [1, -4]];2;5;2
258;[[2], [-5]];2;5;2
259;[[3, 1], [2]];2;5;2
260;[[-1], [3]];2;5;2
261;[[2], [1]];2;5;2
262;[[3], [1, 2], [1]];2;5;3
263;[[1, -2], [-3, -2]];2;5;2
264;[[-4], [-5], [3, 2]];2;5;3
265;[[4], [4, -3], [-5]];2;5;3
266;[[4, 3], [4]];2;5;2
267;[[-2], [-5]];2;5;2
268;[[2], [4]];2;5;2
269;[[-3], [2], [-1, -5]];2;5;3
270;[[2, -4], [1, 2]];2;5;2
271;[[2], [-4, -1], [2, -3]];2;5;3
272;[[4, 2], [-3]];2;5;2
273;[[-2, 1], [-5]];2;5;2
274;[[-5], [1], [-2, -5]];2;5;3
275;[[1, 2], [4, 3], [3]];2;5;3
276;[[-2, 1], [-5, -4]];2;5;2
277;[[4], [-1, 2], [-4, -5]];2;5;3
278;[[1, -2], [1, 3], [-5]];2;5;3
279;[[-2, 4], [2]];2;5;2
280;[[-1, 2], [-1, -4], [4]];2;5;3
281;[[-4, -1], [-3], [-3, 2]];2;5;3
282;[[2], [-1], [-5]];2;5;3
283;[[-3], [-5]];2;5;2
284;[[-1, -5], [-4]];2;5;2
285;[[1], [-3], [-2, -3]];2;5;3
286;[[3, -5], [2], [4]];2;5;3
287;[[-1], [-4]];2;5;2
288;[[-4], [-2]];2;5;2
289;[[-5, 4], [3]];2;5;2
290;[[-4], [-1, -5]];2;5;2
291;[[2, -1], [3, 4], [-3, -1]];2;5;3
292;[[-1, -5], [3]];2;5;2
293;[[-5, -3], [-3], [4]];2;5;3
294;[[3, 2], [-2]];2;5;2
295;[[4], [3]];2;5;2
296;[[-3], [4, -5], [4]];2;5;3
297;[[-5, 3], [-2, 3], [-1, -5]];2;5;3
298;[[4, 1], [-1, -4], [1, 4]];2;5;3
299;[[2], [-2, 4]];2;5;2
300;[[4], [-1, -3]];2;5;2
301;[[2], [-5]];2;5;2
302;[[-5], [-1]];2;5;2
303;[[2], [1, -3]];2;5;2
304;[[-1], [-1, -5], [1, -4]];2;5;3
305;[[3, 4], [3], [4]];2;5;3
306;[[-5, 4], [2, -1], [2]];2;5;3
307;[[-2, 3], [3, -2]];2;5;2
308;[[-1, 3], [4]];2;5;2
309;[[3], [2]];2;5;2
310;[[-1], [3], [-5, 3]];2;5;3
311;[[-3], [2, -1]];2;5;2
312;[[3, 1], [-5]];2;5;2
313;[[1], [3, 1], [-4, -2]];2;5;3
314;[[2, -5], [-3]];2;5;2
315;[[-3, -2], [-1]];2;5;2
316;[[2], [-2, 4]];2;5;2
317;[[-4], [-2]];2;5;2
318;[[3, -2], [4]];2;5;2
319;[[2, 1], [2]];2;5;2
320;[[-4, 3], [-4]];2;5;2
321;[[3, -1], [4], [2, -5]];2;5;3
322;[[1, -3], [1]];2;5;2
323;[[1, -3], [2, 4], [4, 1]];2;5;3
324;[[-1], [3]];2;5;2
325;[[4], [-5], [-2, 3]];2;5;3
326;[[-5, -2], [-4, -5], [2]];2;5;3
327;[[-4], [1, 4]];2;5;2
328;[[-1], [-3]];2;5;2
329;[[-2], [-2, -1]];2;5;2
330;[[4, -1], [4, 3], [-5]];2;5;3
331;[[1, 2], [2, -3], [3, 4]];2;5;3
332;[[-1], [2]];2;5;2
333;[[3, 1], [-3, -4], [-5]];2;5;3
334;[[-5], [3]];2;5;2
335;[[-4], [-5]];2;5;2
336;[[-5, 3], [-1]];2;5;2
337;[[-3, -1], [-2, -3]];2;5;2
338;[[-2], [1, 4]];2;5;2
339;[[-2], [-1], [3, 2]];2;5;3
340;[[1, -4], [-4]];2;5;2
341;[[-1], [-3]];2;5;2
342;[[-4, 2], [3], [2, -4]];2;5;3
343;[[4], [-3], [-4, -5]];2;5;3
344;[[-5], [2], [-3]];2;5;3
345;[[4, 1], [-4, -3]];2;5;2
346;[[-2, -5], [-4, -5], [1, -5]];2;5;3
347;[[-1, -3], [3, 2]];2;5;2
348;[[-1, -4], [-3]];2;5;2
349;[[-4, 2], [2], [1]];2;5;3
350;[[1], [-3], [-3, 4]];2;5;3
351;[[-2], [2, -4], [3, 1]];2;5;3
352;[[-1, -4], [1], [-3, -2]];2;5;3
353;[[-2, 3], [-3, 1]];2;5;2
354;[[-1, 4], [-2, 3]];2;5;2
355;[[-1, 4], [-5]];2;5;2
356;[[-1, -5], [-5, 4]];2;5;2
357;[[1], [3], [-5, 2]];2;5;3
358;[[-3, 4], [-3, -5]];2;5;2
359;[[3], [-1, -5]];2;5;2
360;[[4], [1, -2]];2;5;2
361;[[2], [1]];2;5;2
362;[[-5], [1], [1, -5]];2;5;3
363;[[-4, 1], [-4, -3], [1, 4]];2;5;3
364;[[2], [-2, -4], [1, 2]];2;5;3
365;[[-2], [1]];2;5;2
366;[[-2, -4], [4, -3]];2;5;2
367;[[3, 2], [-3, 2]];2;5;2
368;[[-5, -1], [-5, -4]];2;5;2
369;[[1], [2, 3]];2;5;2
370;[[3, -4], [4, -2]];2;5;2
371;[[-4, 3], [-1]];2;5;2
372;[[4], [-4, -5]];2;5;2
373;[[-5], [-3, 4], [-4]];2;5;3
374;[[2], [-4, 1], [-5, 1]];2;5;3
375;[[-5, -4], [3, -5], [1]];2;5;3
376;[[-5], [2, 4]];2;5;2
377;[[1, 3], [3], [4]];2;5;3
378;[[-5, -3], [-4], [-3]];2;5;3
379;[[4, -1], [-4]];2;5;2
380;[[-5], [-1]];2;5;2
381;[[4, -2], [-4], [-3, -4]];2;5;3
382;[[2], [-2, 1]];2;5;2
383;[[-5, -1], [2], [-1, -3]];2;5;3
384;[[4], [-5]];2;5;2
385;[[-2, -3], [2], [-5, 2]];2;5;3
386;[[4, -3], [1], [3, -4]];2;5;3
387;[[-1, -3], [-3], [2]];2;5;3
388;[[3, -4], [4], [-1]];2;5;3
389;[[1], [-2]];2;5;2
390;[[-3, 2], [-2, 1]];2;5;2
391;[[-4], [1]];2;5;2
392;[[3, -4], [-5, -2], [2]];2;5;3
393;[[2], [1]];2;5;2
394;[[-4], [-5], [2]];2;5;3
395;[[-5], [-4], [-1]];2;5;3
396;[[4, -3], [3, 1]];2;5;2
397;[[1], [1, -5]];2;5;2
398;[[-5, -2], [-2, 1]];2;5;2
399;[[-4], [-2]];2;5;2
400;[[-2, -4], [1, 4], [1]];2;5;3
401;[[-2], [-1], [-5]];2;5;3
402;[[1, 4], [2, -1]];2;5;2
403;[[-3], [4]];2;5;2
404;[[-3], [1, -3], [4, 1]];2;5;3
405;[[3], [-2]];2;5;2
406;[[-5, 4], [-2, -1]];2;5;2
407;[[2], [3, -5], [3, 1]];2;5;3
408;[[-4, -1], [-3, -4], [-2]];2;5;3
409;[[4], [-1], [-3]];2;5;3
410;[[-3], [-2], [-4, -5]];2;5;3
411;[[4], [1, 2]];2;5;2
412;[[-2], [-4]];2;5;2
413;[[3, -1], [-3]];2;5;2
414;[[1], [2], [-1, 3]];2;5;3
415;[[-2], [2, -1]];2;5;2
416;[[1, -4], [2]];2;5;2
417;[[-3], [1, -4], [-4, -5]];2;5;3
418;[[-2, 4], [4]];2;5;2
419;[[3, -1], [4]];2;5;2
420;[[4], [-2]];2;5;2
421;[[-1, 3], [-3], [-5]];2;5;3
422;[[4], [3]];2;5;2
423;[[-5], [-3, 1]];2;5;2
424;[[-3], [4, -1], [-5, -2]];2;5;3
425;[[3, -5], [1], [-2, -5]];2;5;3
426;[[-2, -3], [2, -5]];2;5;2
427;[[4], [-1, -5], [3, -4]];2;5;3
428;[[1], [-3, -5], [-5, -1]];2;5;3
429;[[-5, 1], [4, 3], [-4]];2;5;3
430;[[-4], [1, 4], [3, 2]];2;5;3
431;[[3], [4]];2;5;2
432;[[-2], [-3], [-5]];2;5;3
433;[[3, -5], [-2]];2;5;2
434;[[-2, -1], [3, -2]];2;5;2
435;[[2, -3], [2], [-5]];2;5;3
436;[[3, 2], [-1]];2;5;2
437;[[-4, -3], [-1, 3]];2;5;2
438;[[4], [3, -2]];2;5;2
439;[[-1], [-2, -4], [4, 1]];2;5;3
440;[[-1, -2], [-2, -5], [1, -4]];2;5;3
441;[[-3], [-4, 2]];2;5;2
442;[[2, -3], [2, -5]];2;5;2
443;[[1, 2], [4], [4, 2]];2;5;3
444;[[-4], [3]];2;5;2
445;[[1, -5], [2], [-4]];2;5;3
446;[[4], [1]];2;5;2
447;[[-2], [1]];2;5;2
448;[[4, 3], [-1], [3]];2;5;3
449;[[4, 1], [-2, -1], [-3, -4]];2;5;3
450;[[-5, 4], [-3], [3, -1]];2;5;3
451;[[1, 2], [3, 2]];2;5;2
452;[[-1], [1, -3], [-5, 2]];2;5;3
453;[[-5], [3, -1], [1, -3]];2;5;3
454;[[4], [3]];2;5;2
455;[[-1], [-1, -4]];2;5;2
456;[[1], [2, -3]];2;5;2
457;[[-5], [2, 1]];2;5;2
458;[[-5], [-3, 4], [2]];2;5;3
459;[[4, -3], [-4, 2], [-1]];2;5;3
460;[[-5], [3], [-5, 2]];2;5;3
461;[[4], [1]];2;5;2
462;[[2, -5], [-3], [-1, 4]];2;5;3
463;[[-4], [-5, -4]];2;5;2
464;[[1, -4], [-5, -4]];2;5;2
465;[[-3, -4], [-3], [4]];2;5;3
466;[[-1], [-3]];2;5;2
467;[[1], [4], [-4, -2]];2;5;3
468;[[-4, 2], [-2, -1], [-4, 3]];2;5;3
469;[[-2], [4, -1]];2;5;2
470;[[2, -5], [-3]];2;5;2
471;[[-1], [4], [-5, -3]];2;5;3
472;[[-5], [-2, 1], [-2]];2;5;3
473;[[-1, 3], [2, -1], [1]];2;5;3
474;[[-3], [4]];2;5;2
475;[[-3], [-2], [-5]];2;5;3
476;[[-3, 2], [-5, -2], [-4, -1]];2;5;3
477;[[-3], [-3, -5], [2]];2;5;3
478;[[4, -1], [-5, -3], [-4]];2;5;3
479;[[-4, -1], [-3, 2]];2;5;2
480;[[2], [-4], [3, -4]];2;5;3
481;[[1, -4], [2], [-3, -1]];2;5;3
482;[[-1, -2], [3]];2;5;2
483;[[-5, -4], [1, -2]];2;5;2
484;[[-3, 1], [-2]];2;5;2
485;[[-2], [-5], [3]];2;5;3
486;[[-5], [-4, -1], [4]];2;5;3
487;[[-1], [4, -3]];2;5;2
488;[[3], [1]];2;5;2
489;[[1], [4, -5]];2;5;2
490;[[-3], [-1, -2], [4, -1]];2;5;3
491;[[-1], [-2, -3]];2;5;2
492;[[1, -2], [2], [-2, -5]];2;5;3
493;[[1, -4], [-3, 2]];2;5;2
494;[[4, 3], [-4]];2;5;2
495;[[-1, -5], [-1], [-5]];2;5;3
496;[[-1], [2]];2;5;2
497;[[-4], [-4, -2], [1]];2;5;3
498;[[-4, -2], [2, 1]];2;5;2
499;[[-2, -1], [-2, -5], [4]];2;5;3
500;[[-4, -5], [1], [-1, -2]];2;5;3
501;[[-3, -2], [-5, -4]];2;5;2
502;[[-2], [3, -1], [3, 2]];2;5;3
503;[[-4, 1], [-2]];2;5;2
504;[[2, -4], [-5, 4]];2;5;2
505;[[3], [2], [2, -5]];2;5;3
506;[[2, -1], [4, 3], [-4]];2;5;3
507;[[1, -5], [2, -1], [3]];2;5;3
508;[[4, 2], [3], [2]];2;5;3
509;[[-1], [-5, -4]];2;5;2
510;[[3, 4], [-2]];2;5;2
511;[[3, 2], [-1]];2;5;2
512;[[-3, -5], [2, 3], [1, -5]];2;5;3
513;[[3, -1], [-5, 3], [-4, -3]];2;5;3
514;[[-3], [-2], [-2, -4]];2;5;3
515;[[-2], [-5], [-2, -3]];2;5;3
516;[[-4], [2, -4]];2;5;2
517;[[4], [1], [-2]];2;5;3
518;[[-2], [-3]];2;5;2
519;[[-1, -4], [-1]];2;5;2
520;[[1, -2], [4]];2;5;2
521;[[4, -3], [3], [1, 3]];2;5;3
522;[[1, -2], [-2], [-3]];2;5;3
523;[[4], [-3], [-1, 4]];2;5;3
524;[[-5], [-2]];2;5;2
525;[[-4], [-5, -2], [-2, -3]];2;5;3
526;[[-4, 3], [-3, 1]];2;5;2
527;[[-1, -5], [4], [-2]];2;5;3
528;[[-4, 1], [-5]];2;5;2
529;[[-5], [3]];2;5;2
530;[[2], [-3]];2;5;2
531;[[-2], [1, 2]];2;5;2
532;[[3, 4], [4, 3]];2;5;2
533;[[-1, -5], [-5, 2]];2;5;2
534;[[3], [-1]];2;5;2
535;[[-3], [-1, 2]];2;5;2
536;[[4], [-3], [-3, 2]];2;5;3
537;[[2], [-5, -1], [2, 4]];2;5;3
538;[[-5, 2], [-2], [1, -5]];2;5;3
539;[[-3], [3, -2]];2;5;2
540;[[-3], [1], [-2]];2;5;3
541;[[-1], [-4]];2;5;2
542;[[1, 2], [4], [4, -2]];2;5;3
543;[[-5], [2], [-3]];2;5;3
544;[[-5], [1], [-4]];2;5;3
545;[[-5, -3], [-1], [4]];2;5;3
546;[[-3, 1], [2]];2;5;2
547;[[4, -3], [-1], [3]];2;5;3
548;[[3, 4], [3, 1]];2;5;2
549;[[3], [-5, -2]];2;5;2
550;[[-4, -5], [-4, 2], [1, 2]];2;5;3
551;[[2, 4], [2]];2;5;2
552;[[4, -2], [3, -5], [-2]];2;5;3
553;[[-5, 2], [1]];2;5;2
554;[[2, 4], [2]];2;5;2
555;[[1, 2], [-4, 1], [4, 3]];2;5;3
556;[[-2, -3], [-2]];2;5;2
557;[[4, -5], [1, -5]];2;5;2
558;[[-4, 1], [-3, -5]];2;5;2
559;[[-2], [3, -2]];2;5;2
560;[[-5], [-5, 3]];2;5;2
561;[[-3], [-4], [-2]];2;5;3
562;[[3], [4], [-4, -1]];2;5;3
563;[[-2], [-5], [-3]];2;5;3
564;[[2], [-1]];2;5;2
565;[[-3], [-4]];2;5;2
566;[[-3], [-5, 2]];2;5;2
567;[[2, 3], [-4], [-3, -4]];2;5;3
568;[[2], [1, -2]];2;5;2
569;[[-3], [2]];2;5;2
570;[[4], [-2]];2;5;2
571;[[-5], [2]];2;5;2
572;[[-3, -5], [-4, 1], [-3]];2;5;3
573;[[-2, -4], [3, 2], [2]];2;5;3
574;[[-4, 2], [-4, -2]];2;5;2
575;[[-1], [-2]];2;5;2
576;[[1], [3, 1]];2;5;2
577;[[-4, -2], [1]];2;5;2
578;[[3], [-4]];2;5;2
579;[[-1], [3, -4]];2;5;2
580;[[-5, -3], [3], [-2, -3]];2;5;3
581;[[-2], [-3]];2;5;2
582;[[4, -3], [-5, -2]];2;5;2
583;[[-5, 3], [-5, -2]];2;5;2
584;[[-5, 4], [-4, -1], [2, -3]];2;5;3
585;[[-3, -4], [1], [4]];2;5;3
586;[[4, -3], [3, -5]];2;5;2
587;[[3, 1], [-5]];2;5;2
588;[[-2, -3], [-2]];2;5;2
589;[[-1, 3], [1, -5]];2;5;2
590;[[3, -4], [-5, -3]];2;5;2
591;[[1, -5], [-2]];2;5;2
592;[[3, -5], [-4]];2;5;2
593;[[3], [1], [4, 1]];2;5;3
594;[[-3, 1], [-3, 2], [-3]];2;5;3
595;[[4, 2], [-2]];2;5;2
596;[[3, 1], [-5, -3], [-2, 3]];2;5;3
597;[[-4], [2], [-3, -2]];2;5;3
598;[[2], [4, 3], [-2, 1]];2;5;3
599;[[1], [1, -3]];2;5;2
600;[[1], [-5]];2;5;2
601;[[-4], [3, -4], [-2, 3]];2;5;3
602;[[3, 2], [3, 1]];2;5;2
603;[[-3], [-1], [-4]];2;5;3
604;[[4, 1], [-3, -5], [-1, -2]];2;5;3
605;[[-5, 2], [-5]];2;5;2
606;[[-5], [-4, 2]];2;5;2
607;[[4, 2], [-5, 4], [-2, -1]];2;5;3
608;[[-5], [2, -5]];2;5;2
609;[[-5, 3], [2, -4]];2;5;2
610;[[-3, 2], [-4, -3]];2;5;2
611;[[-2], [4, 3], [1, 4]];2;5;3
612;[[3], [-3, 4]];2;5;2
613;[[-4, 1], [4]];2;5;2
614;[[1], [2]];2;5;2
615;[[-1], [3, -1]];2;5;2
616;[[-1], [2, -3]];2;5;2
617;[[2, -3], [-5]];2;5;2
618;[[-3, -5], [3, 4], [-5]];2;5;3
