id_set;clauses;k_sat;n_var;num_clauses
200;[[1, -2, 3], [2], [1]];3;5;3
201;[[-4, -2], [-4], [-2, 4]];3;5;3
202;[[3, -2], [2, 1], [-2]];3;5;3
203;[[-3], [2, -3], [3, -2]];3;5;3
204;[[-5, 3], [-5, 1]];3;5;2
205;[[2, 1], [4]];3;5;2
206;[[-3, 4, 2], [-3, -2]];3;5;2
207;[[4, -1], [-5]];3;5;2
208;[[-2, -3, -4], [-2, -4]];3;5;2
209;[[2], [-1, -4, 3], [-4, -1]];3;5;3
210;[[-3, -2], [4], [-1, 2]];3;5;3
211;[[2, -1], [-1, -3, 2], [-3, -1]];3;5;3
212;[[-4, -3, 2], [-3, -1]];3;5;2
213;[[-1, 4], [-2], [3, -4, 2]];3;5;3
214;[[1, 4, -5], [4], [-3, 2, -1]];3;5;3
215;[[-2], [-5], [-4, -1]];3;5;3
216;[[2], [-3, -5, -1], [-5, 1, -4]];3;5;3
217;[[4], [1, 4], [1]];3;5;3
218;[[-5, -2, 1], [-1], [-4, -5, 3]];3;5;3
219;[[-3], [4]];3;5;2
220;[[-2], [-3, -5, 2], [1, 3, -2]];3;5;3
221;[[-2, -3], [2, 3, -5]];3;5;2
222;[[3], [2, 3, -5]];3;5;2
223;[[3, 1, 4], [-3, -1, -4]];3;5;2
224;[[-3], [-4, 3], [3, -1]];3;5;3
225;[[-1], [-1, 2, 3]];3;5;2
226;[[-4, -1, -2], [2, -1, -4]];3;5;2
227;[[-4, -1], [1, -3, 4]];3;5;2
228;[[-5], [-4, 3], [2, -3, -4]];3;5;3
229;[[3, -4], [-1, 2, -4], [2, 1]];3;5;3
230;[[-3, -4], [-2, 3], [-2]];3;5;3
231;[[3], [-5], [2]];3;5;3
232;[[3, -2], [-2, 4, -1]];3;5;2
233;[[3, 4, -2], [-4]];3;5;2
234;[[4, -1, 2], [-4, -1, 2], [-2, -3, -1]];3;5;3
235;[[2, -5], [4, -2, -1]];3;5;2
236;[[-4, -3], [-1, 4, -2]];3;5;2
237;[[2], [-4], [-3, -5]];3;5;3
238;[[-5], [-4]];3;5;2
239;[[-4, -2], [3, -5], [-5, -2, 1]];3;5;3
240;[[-3, -2], [-1, -2, -4]];3;5;2
241;[[1], [-1, 3]];3;5;2
242;[[-4, -2], [4], [-5, 2]];3;5;3
243;[[-4], [-1, -5], [-1, -2, 4]];3;5;3
244;[[-2], [-2, 3]];3;5;2
245;[[4, -1], [4]];3;5;2
246;[[3, 4, -1], [4, 3, 1]];3;5;2
247;[[2, -1], [3]];3;5;2
248;[[2, -3, -4], [-5, 2]];3;5;2
249;[[-5, -4, -1], [2]];3;5;2
250;[[1, 3, 2], [-3], [-5]];3;5;3
251;[[1], [-4, 1]];3;5;2
252;[[3, -1, 2], [2, -3]];3;5;2
253;[[4, 3], [2]];3;5;2
254;[[-4, -5, 2], [-2, -5, 1], [-5]];3;5;3
255;[[-3, -1, -2], [-4, 2, 3]];3;5;2
256;[[-3, 4, 2], [-1], [1, 4]];3;5;3
257;[[4, -5, -2], [1, 4]];3;5;2
258;[[4, -5, -1], [-3]];3;5;2
259;[[-4, -2], [-2, -3, -1]];3;5;2
260;[[-4], [2, -3, -4], [3, -5]];3;5;3
261;[[-1, -5], [-3]];3;5;2
262;[[4, -5, -1], [2], [4, 2]];3;5;3
263;[[2], [4, -2, -5]];3;5;2
264;[[-5, 4, -1], [-2], [3, -5, 1]];3;5;3
265;[[2, 1, -4], [-1, -4]];3;5;2
266;[[-3, -4, 2], [1]];3;5;2
267;[[4], [4, -1]];3;5;2
268;[[-1, -4], [-5, -4, 1], [-4]];3;5;3
269;[[2, -1], [3], [-4]];3;5;3
270;[[-5, 2, 3], [4, 1]];3;5;2
271;[[-2, 3], [1, 3]];3;5;2
272;[[1], [-5, 3, -2], [-4]];3;5;3
273;[[-2, -5, -4], [-3, -1], [-2]];3;5;3
274;[[-5], [-1], [-2]];3;5;3
275;[[3], [3, -1]];3;5;2
276;[[-5, 4], [-5, -4, -2]];3;5;2
277;[[2, -5, 1], [-3, -1]];3;5;2
278;[[-3, -4, 1], [1, -4], [1, 3, 4]];3;5;3
279;[[-5, -4, -1], [-5], [-5, 1, 2]];3;5;3
280;[[2], [-5, -4, -2], [2, -3, -5]];3;5;3
281;[[-3, -2, -5], [4, 1, -5], [1, 4, 2]];3;5;3
282;[[4], [3, -2, -4]];3;5;2
283;[[-5], [-1, -3, 4], [1, -2, 4]];3;5;3
284;[[-1, -2], [1]];3;5;2
285;[[3], [3, -5]];3;5;2
286;[[-3, 2], [-3, 1], [-3, -2, -5]];3;5;3
287;[[2, 1, -3], [-2, -1], [-1, 4]];3;5;3
288;[[-2], [-1, 3]];3;5;2
289;[[-4], [3]];3;5;2
290;[[-5], [1], [-2, 4]];3;5;3
291;[[-3], [-3, -4, -2], [-1]];3;5;3
292;[[-2], [3]];3;5;2
293;[[2, 1], [-3, 2, -1]];3;5;2
294;[[-4, 2, -5], [-2], [-4, -2, -3]];3;5;3
295;[[-4], [1, 4]];3;5;2
296;[[-2], [3, 2, -4], [1, 4]];3;5;3
297;[[3, 1, 2], [1, -2]];3;5;2
298;[[-2], [-1]];3;5;2
299;[[2], [-5]];3;5;2
300;[[2], [1], [1, -4]];3;5;3
301;[[3, -4, -1], [3, -2]];3;5;2
302;[[1, -2, 3], [-4, -1], [-3, 1]];3;5;3
303;[[-5, 3], [-4]];3;5;2
304;[[3], [1, -3]];3;5;2
305;[[4], [-2, -1, -4]];3;5;2
306;[[-3, -4, -1], [-3], [-2]];3;5;3
307;[[3, -4], [4, 2, -3], [-1, 4]];3;5;3
308;[[2], [-5, 2, -3]];3;5;2
309;[[3, -1, 2], [-1], [-3, -4, 2]];3;5;3
310;[[-1, -4], [2, 3, -1]];3;5;2
311;[[3], [-4, -1, 3], [4, 2, -3]];3;5;3
312;[[-1], [-5, -4, 2]];3;5;2
313;[[3, 2], [4, -2], [3, -1]];3;5;3
314;[[2], [4], [-5, 2]];3;5;3
315;[[1, -5], [1, -4, 3]];3;5;2
316;[[-2, -1, -5], [-1, -4]];3;5;2
317;[[-1, -2], [4], [2, -4]];3;5;3
318;[[3], [4, -1]];3;5;2
319;[[-5, -2], [4, -3], [2]];3;5;3
320;[[-2, 4, 1], [4, 1, -5], [4, -5, 3]];3;5;3
321;[[1, -4, -3], [4]];3;5;2
322;[[-1, 4, 2], [-5, -2]];3;5;2
323;[[2, 1, 4], [-1, 2, -3], [-1, -5, -4]];3;5;3
324;[[-2, 3, -5], [-3, -2, 4]];3;5;2
325;[[4, 3], [-4, 1]];3;5;2
326;[[-1, -4], [3], [2]];3;5;3
327;[[4, -3], [-5]];3;5;2
328;[[2, -5], [3], [-4, -3, 2]];3;5;3
329;[[-2], [-3, -5, -4]];3;5;2
330;[[3, 2], [-5]];3;5;2
331;[[4], [2, 3], [-1, -2]];3;5;3
332;[[-4, -3, -1], [-4, -1, -5], [1]];3;5;3
333;[[2], [-4, -5, 2], [-5]];3;5;3
334;[[4], [1]];3;5;2
335;[[-4], [-1, -4]];3;5;2
336;[[-3], [-5, -1, -4], [1, -2]];3;5;3
337;[[-2, -1, 3], [4, -5, 2]];3;5;2
338;[[1], [-4, 2, 1]];3;5;2
339;[[2], [4], [2, -4]];3;5;3
340;[[-3, 1], [4, -1, -3], [2]];3;5;3
341;[[-1, 3], [1, -2]];3;5;2
342;[[2], [-3, -1, -2]];3;5;2
343;[[1], [4, -3]];3;5;2
344;[[-1], [1, 3], [-4]];3;5;3
345;[[-2, -3, 1], [-3, -1, 2], [1, -2]];3;5;3
346;[[-2], [-2, -5, 3], [2, 4, -1]];3;5;3
347;[[3, -1, 2], [-4]];3;5;2
348;[[-4], [1, 4, -5]];3;5;2
349;[[-4], [2], [3, -5, -4]];3;5;3
350;[[-3], [2, -3, 4]];3;5;2
351;[[3, -4, 2], [4, 2], [-5]];3;5;3
352;[[4, -1], [-1]];3;5;2
353;[[4, -1], [-4], [4, 3]];3;5;3
354;[[2], [-5, -1], [-4, -1, 3]];3;5;3
355;[[3, -5, 1], [-5], [-1, -3]];3;5;3
356;[[3], [4, -2]];3;5;2
357;[[2], [-4]];3;5;2
358;[[-5, 3], [2]];3;5;2
359;[[-2, -4], [1, 2], [-1, 2, -4]];3;5;3
360;[[4], [-3, -5, -4]];3;5;2
361;[[-3], [-2, -1, -5]];3;5;2
362;[[3, -2], [-2, -5, -3]];3;5;2
363;[[-4, -3, -1], [-1, -4], [-3, 4]];3;5;3
364;[[-2], [-5, -2, 4], [3]];3;5;3
365;[[-3, 2, -5], [-4]];3;5;2
366;[[3, 4, -1], [3, -2]];3;5;2
367;[[3, 2], [4, -1], [1, 3, -5]];3;5;3
368;[[4, 3, -2], [3, -2, -1], [4, -3, -5]];3;5;3
369;[[-3], [-5, 1]];3;5;2
370;[[-4], [-1, -3], [3, 1, -5]];3;5;3
371;[[-2, 1], [-4, -2], [4, -3, -5]];3;5;3
372;[[-2, -4], [-4, -5], [-5, 2]];3;5;3
373;[[1], [-3, -4, -5]];3;5;2
374;[[-2, -3, -1], [-4, 2, -3], [-1, 2, -3]];3;5;3
375;[[3, 2, -5], [3, 4]];3;5;2
376;[[-5, 4, 3], [1, 4, 2], [3]];3;5;3
377;[[2], [4, -2, -1]];3;5;2
378;[[-3], [-2, -5], [-1, 3]];3;5;3
379;[[-4], [3], [-4, -3]];3;5;3
380;[[4], [-2, 3]];3;5;2
381;[[4, 2, -1], [4, -5, 2]];3;5;2
382;[[-1, 3], [3, -2]];3;5;2
383;[[-4, -5, 1], [-3]];3;5;2
384;[[1, -3], [-2], [-3]];3;5;3
385;[[-4, -3, -5], [4, -3]];3;5;2
386;[[-3, -1], [-3, 1, 2], [-1, -5]];3;5;3
387;[[1, 4, -5], [1, 4], [4, 3]];3;5;3
388;[[2, 1], [2]];3;5;2
389;[[-2, -3, 4], [2], [4, 1, 2]];3;5;3
390;[[-2, 1, 4], [-1, -2, -4]];3;5;2
391;[[-4], [-5]];3;5;2
392;[[-4, 1], [4, 3], [2, 1]];3;5;3
393;[[2, -1, -5], [2, 4], [1]];3;5;3
394;[[-4], [-3], [-4, -1]];3;5;3
395;[[-2, -1, -5], [-5, 4]];3;5;2
396;[[4, -2, 1], [3], [1, -2, -3]];3;5;3
397;[[-5, 3, -2], [3, -2], [1]];3;5;3
398;[[-4, -2], [-5, 4]];3;5;2
399;[[4, -1, 3], [-5, 4]];3;5;2
400;[[-1, -2], [-4, 1, -2]];3;5;2
401;[[-3], [-4, -3, 1], [-4]];3;5;3
402;[[3, -5, -1], [1]];3;5;2
403;[[1], [2]];3;5;2
404;[[3], [-3, 4, -5]];3;5;2
405;[[3], [-4, -2, 1]];3;5;2
406;[[2, -4, -1], [-2, -3, -1], [-3, -5, -1]];3;5;3
407;[[2], [4, 2]];3;5;2
408;[[2, 4, -5], [3], [-5]];3;5;3
409;[[-3, -5], [-5]];3;5;2
410;[[2], [-3, -1, 2], [-5, 3, 4]];3;5;3
411;[[-1, -2, 4], [4, 3, 1], [-1]];3;5;3
412;[[3, -1], [-2]];3;5;2
413;[[-5, 1], [3], [4, -5, -1]];3;5;3
414;[[-1, 3, -5], [-3], [-5, -2]];3;5;3
415;[[-2, 3, -4], [-1]];3;5;2
416;[[-3, 1], [2, -4, -1], [-2]];3;5;3
417;[[-5, 4], [2], [3, 1, -4]];3;5;3
418;[[3, -4], [3, 1]];3;5;2
419;[[4, 3, -1], [2, -1, -5]];3;5;2
420;[[3], [1], [3, 4, -2]];3;5;3
421;[[-5, 4], [4, -1], [3, 1, -2]];3;5;3
422;[[1], [-5, 3, 1]];3;5;2
423;[[-4, 2], [-3, -5, -4], [2, 1, -4]];3;5;3
424;[[-4], [-3, 2, -4]];3;5;2
425;[[4, 2, 1], [2, -4], [3]];3;5;3
426;[[4], [1, -4], [-5, 2]];3;5;3
427;[[1], [2], [2, -4, 1]];3;5;3
428;[[-5], [1, 2, 3], [-5, -3]];3;5;3
429;[[-3, 1, 2], [-2], [-5, -4, -1]];3;5;3
430;[[4], [-5, 3, 1]];3;5;2
431;[[-3, -5, 2], [-3]];3;5;2
432;[[-3, -4], [3]];3;5;2
433;[[-1], [-4, 1, -3], [1, -4]];3;5;3
434;[[-3], [3, 4], [1]];3;5;3
435;[[2, 4, 1], [1]];3;5;2
436;[[-2, -5, 1], [4, -2, -5], [-5, -4]];3;5;3
437;[[-1], [3, 1, -4], [4, -1, 2]];3;5;3
438;[[-5, 4, -3], [-4]];3;5;2
439;[[-1, -4, 2], [-2, -3], [2, -3]];3;5;3
440;[[-1, 4, 3], [3]];3;5;2
441;[[-1, -5], [1], [1, -4, -5]];3;5;3
442;[[4, -2, -5], [4, 1], [-1]];3;5;3
443;[[-3, -5], [-4, 2, -1], [4]];3;5;3
444;[[-3, 1], [2], [1, 3, -4]];3;5;3
445;[[3, -2, -1], [-5, -3], [-4]];3;5;3
446;[[2, 4, -5], [-1, -5, 2], [-4, -3]];3;5;3
447;[[-2, 4, 1], [2], [-3]];3;5;3
448;[[3], [4, -1]];3;5;2
449;[[2, 1], [2, -4, 3], [3, -5]];3;5;3
450;[[-1], [-1, -4, -5]];3;5;2
451;[[-5, -4, -1], [-5]];3;5;2
452;[[-2, -4, 3], [-4, -1], [-2, 4, -3]];3;5;3
453;[[-1], [-5, -2, 4]];3;5;2
454;[[2, -4, 3], [2], [-5, -4, -2]];3;5;3
455;[[1, 2, 3], [-2], [2, -3]];3;5;3
456;[[3, 4], [2, 1, -3], [-5, 1, -2]];3;5;3
457;[[-2, -1, -4], [3], [-4, 1, -3]];3;5;3
458;[[2, 4, -1], [-1, 3], [1]];3;5;3
459;[[2], [1], [3, 2]];3;5;3
460;[[-4, 2, 1], [3]];3;5;2
461;[[1, 4, 2], [-4, -1], [-3, -5]];3;5;3
462;[[-2], [1, 2]];3;5;2
463;[[-3], [-4], [2, 3]];3;5;3
464;[[-1], [-5, 4, 2], [2, -4, 3]];3;5;3
465;[[1, 3, -5], [-1, -2], [-4]];3;5;3
466;[[4, -2], [-5, 3]];3;5;2
467;[[2, 3], [-2], [-3, -2, 4]];3;5;3
468;[[2], [-1], [4, -1]];3;5;3
469;[[4, 3], [1, 2, -5], [-2]];3;5;3
470;[[-3, -5, -1], [4, -5], [1]];3;5;3
471;[[-1, 2], [-1, -2, -3]];3;5;2
472;[[-5, 1, -4], [-3, -4, -2], [1, -4]];3;5;3
473;[[-2, -5, 3], [4, 2, -1], [-2, -3]];3;5;3
474;[[-4, -2], [4], [-1]];3;5;3
475;[[4, 3], [3]];3;5;2
476;[[3, 1], [3, -5], [-1, -5, 2]];3;5;3
477;[[3, 1, -5], [4]];3;5;2
478;[[4], [-1]];3;5;2
479;[[3, -2, 4], [-5, 1], [1]];3;5;3
480;[[-3, -1], [3, -5, 4], [-1]];3;5;3
481;[[-3], [-1, -4]];3;5;2
482;[[3, -4, -2], [-2, 1], [4]];3;5;3
483;[[-2], [-4], [-1, -4, -3]];3;5;3
484;[[3], [-2, -3], [-2, 1, 4]];3;5;3
485;[[1, 4, 2], [-3, 1], [-2]];3;5;3
486;[[3, -1], [-2, 3]];3;5;2
487;[[-5], [1]];3;5;2
488;[[4, -1, -2], [-2, -1], [-2, 4]];3;5;3
489;[[-3, 4, -5], [-5, -2], [-3]];3;5;3
490;[[-5, 2], [-3, -4]];3;5;2
491;[[-5], [4, -2], [-4, -3]];3;5;3
492;[[-3, -5, -2], [2, -1, 3], [4, 3, -5]];3;5;3
493;[[3], [-2]];3;5;2
494;[[1, -5], [-1, 4]];3;5;2
495;[[1, -4], [-2, 4], [2]];3;5;3
496;[[-5, 3], [-1], [3]];3;5;3
497;[[1, -4], [3]];3;5;2
498;[[1, -2], [4, -3, -1]];3;5;2
499;[[-4], [1]];3;5;2
500;[[-1], [2, -5, 1], [-5, 2]];3;5;3
501;[[-1, -3], [3, -2]];3;5;2
502;[[-2], [-1, 4]];3;5;2
503;[[3, 4], [1, -3], [1, -2]];3;5;3
504;[[3, -2, -4], [-1, 2, 3]];3;5;2
505;[[-3, 4], [-4], [3, -2]];3;5;3
506;[[3, -1], [1, -2, -3]];3;5;2
507;[[3], [4, 3]];3;5;2
508;[[-5], [4]];3;5;2
509;[[-5], [-4], [3, -5]];3;5;3
510;[[-4, 1, -3], [-5, -3], [1]];3;5;3
511;[[-3, -4], [-2, 3], [2]];3;5;3
512;[[3], [-1, -2], [2, -3]];3;5;3
513;[[3, -2, 4], [-3]];3;5;2
514;[[-2, 4, -3], [4, 1], [-3, 2]];3;5;3
515;[[-4, -3], [-2, -3], [-1, -3, -5]];3;5;3
516;[[3, 4], [-2], [-3]];3;5;3
517;[[2], [3], [1]];3;5;3
518;[[-3, 1, -4], [-5, -4, -2]];3;5;2
519;[[-1, -2, 4], [-1], [-5, -3, 2]];3;5;3
520;[[4, -3, 2], [-4]];3;5;2
521;[[4], [-2]];3;5;2
522;[[-4], [-5, -2], [-3, 1, 2]];3;5;3
523;[[-2], [2, 4], [-3]];3;5;3
524;[[-3, -5, 4], [-3]];3;5;2
525;[[1, 4, -3], [1, 3, 2], [-3, -5, -2]];3;5;3
526;[[-3, -1, 4], [-5], [-3, -1]];3;5;3
527;[[3, -4], [-5, -4, 3]];3;5;2
