id;id_set;clauses;entailments;is_entail;is_contradict;k_sat;n_var;num_clauses
59;3;[[2], [-1], [4, -3]];[2, 4];1;0;2;5;3
60;3;[[2], [-1], [4, -3]];[-1, -5];1;0;2;5;3
61;4;[[-1], [3], [4]];[3, 2];1;0;2;5;3
62;4;[[-1], [3], [4]];[-1, -2];1;0;2;5;3
63;4;[[-1], [3], [4]];[-5, 3];1;0;2;5;3
64;4;[[-1], [3], [4]];[1, 4];1;0;2;5;3
65;4;[[-1], [3], [4]];[-1, 4];1;0;2;5;3
66;4;[[-1], [3], [4]];[-2, 4];1;0;2;5;3
67;4;[[-1], [3], [4]];[3, 1];1;0;2;5;3
68;4;[[-1], [3], [4]];[-4, -3];0;0;2;5;3
69;4;[[-1], [3], [4]];[-3, -5];0;0;2;5;3
70;4;[[-1], [3], [4]];[1, -4];0;0;2;5;3
71;4;[[-1], [3], [4]];[-3, 4];1;0;2;5;3
72;4;[[-1], [3], [4]];[2, 1];0;0;2;5;3
73;4;[[-1], [3], [4]];[-1, -4];1;0;2;5;3
74;4;[[-1], [3], [4]];[-2, -5];0;1;2;5;3
75;4;[[-1], [3], [4]];[-3, 1];0;0;2;5;3
76;4;[[-1], [3], [4]];[4, 2];1;0;2;5;3
77;4;[[-1], [3], [4]];[-5, -4];0;0;2;5;3
78;4;[[-1], [3], [4]];[3, -1];1;0;2;5;3
79;4;[[-1], [3], [4]];[4, -2];1;0;2;5;3
80;4;[[-1], [3], [4]];[4, -3];1;0;2;5;3
81;5;[[3], [-3, 4], [4]];[1, -3];0;0;2;5;3
82;5;[[3], [-3, 4], [4]];[-4, -3];0;0;2;5;3
83;5;[[3], [-3, 4], [4]];[1, 2];0;0;2;5;3
84;5;[[3], [-3, 4], [4]];[3, 1];1;0;2;5;3
85;5;[[3], [-3, 4], [4]];[3, 4];1;0;2;5;3
86;5;[[3], [-3, 4], [4]];[3, 2];1;0;2;5;3
87;5;[[3], [-3, 4], [4]];[-4, -2];0;1;2;5;3
88;5;[[3], [-3, 4], [4]];[-5, 4];1;0;2;5;3
89;5;[[3], [-3, 4], [4]];[-1, -4];0;1;2;5;3
90;5;[[3], [-3, 4], [4]];[4, 1];1;0;2;5;3
91;5;[[3], [-3, 4], [4]];[4, -3];1;0;2;5;3
92;5;[[3], [-3, 4], [4]];[-2, -4];0;1;2;5;3
93;5;[[3], [-3, 4], [4]];[1, -2];0;1;2;5;3
94;5;[[3], [-3, 4], [4]];[3, -1];1;0;2;5;3
95;5;[[3], [-3, 4], [4]];[-4, 3];1;0;2;5;3
96;5;[[3], [-3, 4], [4]];[-5, -2];0;1;2;5;3
97;5;[[3], [-3, 4], [4]];[-2, -1];0;1;2;5;3
98;5;[[3], [-3, 4], [4]];[3, -4];1;0;2;5;3
99;5;[[3], [-3, 4], [4]];[-2, 1];0;1;2;5;3
100;5;[[3], [-3, 4], [4]];[-3, -1];0;1;2;5;3
101;6;[[-1], [-4], [-2, 1]];[-1, -2];1;0;2;5;3
102;6;[[-1], [-4], [-2, 1]];[1, 3];0;0;2;5;3
103;6;[[-1], [-4], [-2, 1]];[4, 2];0;0;2;5;3
104;6;[[-1], [-4], [-2, 1]];[-5, 4];0;0;2;5;3
105;6;[[-1], [-4], [-2, 1]];[-2, -1];1;0;2;5;3
106;6;[[-1], [-4], [-2, 1]];[1, 2];0;0;2;5;3
107;6;[[-1], [-4], [-2, 1]];[-2, 4];1;0;2;5;3
108;6;[[-1], [-4], [-2, 1]];[-1, -5];1;0;2;5;3
109;6;[[-1], [-4], [-2, 1]];[4, -1];1;0;2;5;3
110;6;[[-1], [-4], [-2, 1]];[-2, -3];1;0;2;5;3
111;6;[[-1], [-4], [-2, 1]];[3, -4];1;0;2;5;3
112;6;[[-1], [-4], [-2, 1]];[-4, -3];1;0;2;5;3
113;6;[[-1], [-4], [-2, 1]];[-1, 2];1;0;2;5;3
114;6;[[-1], [-4], [-2, 1]];[1, -4];1;0;2;5;3
115;6;[[-1], [-4], [-2, 1]];[-2, -5];1;0;2;5;3
116;6;[[-1], [-4], [-2, 1]];[1, -5];0;0;2;5;3
117;6;[[-1], [-4], [-2, 1]];[3, -1];1;0;2;5;3
118;6;[[-1], [-4], [-2, 1]];[2, 3];0;0;2;5;3
119;6;[[-1], [-4], [-2, 1]];[-5, -2];1;0;2;5;3
120;6;[[-1], [-4], [-2, 1]];[-2, 3];1;0;2;5;3
121;7;[[-1, -5], [-2], [-5, 2]];[1, -4];0;0;2;5;3
122;7;[[-1, -5], [-2], [-5, 2]];[3, 4];0;1;2;5;3
123;7;[[-1, -5], [-2], [-5, 2]];[3, -2];1;0;2;5;3
124;7;[[-1, -5], [-2], [-5, 2]];[-4, -5];1;0;2;5;3
125;7;[[-1, -5], [-2], [-5, 2]];[-5, -4];1;0;2;5;3
126;7;[[-1, -5], [-2], [-5, 2]];[-4, 3];0;0;2;5;3
127;7;[[-1, -5], [-2], [-5, 2]];[-4, 2];0;0;2;5;3
128;7;[[-1, -5], [-2], [-5, 2]];[2, -1];0;1;2;5;3
129;7;[[-1, -5], [-2], [-5, 2]];[1, -5];1;0;2;5;3
130;7;[[-1, -5], [-2], [-5, 2]];[-5, -2];1;0;2;5;3
131;7;[[-1, -5], [-2], [-5, 2]];[2, 1];0;0;2;5;3
132;7;[[-1, -5], [-2], [-5, 2]];[2, -3];0;1;2;5;3
133;7;[[-1, -5], [-2], [-5, 2]];[2, -5];1;0;2;5;3
134;7;[[-1, -5], [-2], [-5, 2]];[-3, -1];0;1;2;5;3
135;7;[[-1, -5], [-2], [-5, 2]];[-1, -5];1;0;2;5;3
136;7;[[-1, -5], [-2], [-5, 2]];[1, -3];0;1;2;5;3
137;7;[[-1, -5], [-2], [-5, 2]];[4, 1];0;1;2;5;3
138;7;[[-1, -5], [-2], [-5, 2]];[-1, -3];0;1;2;5;3
139;7;[[-1, -5], [-2], [-5, 2]];[3, -5];1;0;2;5;3
140;7;[[-1, -5], [-2], [-5, 2]];[1, -2];1;0;2;5;3
141;8;[[-4, 1], [4], [3]];[-5, 4];1;0;2;5;3
142;8;[[-4, 1], [4], [3]];[-1, -4];0;0;2;5;3
143;8;[[-4, 1], [4], [3]];[-3, 2];0;0;2;5;3
144;8;[[-4, 1], [4], [3]];[1, -4];1;0;2;5;3
145;8;[[-4, 1], [4], [3]];[4, -1];1;0;2;5;3
146;8;[[-4, 1], [4], [3]];[-4, -3];0;0;2;5;3
147;8;[[-4, 1], [4], [3]];[4, -3];1;0;2;5;3
148;8;[[-4, 1], [4], [3]];[-2, 1];1;0;2;5;3
149;8;[[-4, 1], [4], [3]];[-2, -5];0;1;2;5;3
150;8;[[-4, 1], [4], [3]];[3, -1];1;0;2;5;3
151;8;[[-4, 1], [4], [3]];[4, 3];1;0;2;5;3
152;8;[[-4, 1], [4], [3]];[4, -5];1;0;2;5;3
153;8;[[-4, 1], [4], [3]];[-2, 3];1;0;2;5;3
154;8;[[-4, 1], [4], [3]];[2, -4];0;0;2;5;3
155;8;[[-4, 1], [4], [3]];[-5, -4];0;0;2;5;3
156;8;[[-4, 1], [4], [3]];[-5, 3];1;0;2;5;3
157;8;[[-4, 1], [4], [3]];[2, -1];0;0;2;5;3
158;8;[[-4, 1], [4], [3]];[3, -5];1;0;2;5;3
159;8;[[-4, 1], [4], [3]];[-1, 4];1;0;2;5;3
160;8;[[-4, 1], [4], [3]];[-4, -1];0;0;2;5;3
161;9;[[-2, -3], [-1], [-3]];[3, 4];0;0;2;5;3
162;9;[[-2, -3], [-1], [-3]];[-5, -2];0;0;2;5;3
163;9;[[-2, -3], [-1], [-3]];[-2, 3];0;0;2;5;3
164;9;[[-2, -3], [-1], [-3]];[2, 4];0;1;2;5;3
165;9;[[-2, -3], [-1], [-3]];[-1, -5];1;0;2;5;3
166;9;[[-2, -3], [-1], [-3]];[-5, -4];0;1;2;5;3
167;9;[[-2, -3], [-1], [-3]];[1, -4];0;1;2;5;3
168;9;[[-2, -3], [-1], [-3]];[2, -5];0;1;2;5;3
169;9;[[-2, -3], [-1], [-3]];[-5, 1];0;0;2;5;3
170;9;[[-2, -3], [-1], [-3]];[-3, 1];1;0;2;5;3
171;9;[[-2, -3], [-1], [-3]];[4, 2];0;1;2;5;3
172;9;[[-2, -3], [-1], [-3]];[2, -3];1;0;2;5;3
173;9;[[-2, -3], [-1], [-3]];[-3, -5];1;0;2;5;3
174;9;[[-2, -3], [-1], [-3]];[-2, 4];0;0;2;5;3
175;9;[[-2, -3], [-1], [-3]];[-3, -2];1;0;2;5;3
176;9;[[-2, -3], [-1], [-3]];[2, 1];0;1;2;5;3
177;9;[[-2, -3], [-1], [-3]];[-5, -1];1;0;2;5;3
178;9;[[-2, -3], [-1], [-3]];[1, -3];1;0;2;5;3
179;9;[[-2, -3], [-1], [-3]];[4, 3];0;0;2;5;3
180;9;[[-2, -3], [-1], [-3]];[-3, 4];1;0;2;5;3
181;10;[[3], [-5]];[2, 4];0;0;2;5;2
182;10;[[3], [-5]];[3, -1];1;0;2;5;2
183;10;[[3], [-5]];[1, -2];0;1;2;5;2
184;10;[[3], [-5]];[-2, 3];1;0;2;5;2
185;10;[[3], [-5]];[4, 3];1;0;2;5;2
186;10;[[3], [-5]];[-5, -1];1;0;2;5;2
187;10;[[3], [-5]];[-2, 1];0;1;2;5;2
188;10;[[3], [-5]];[-4, 1];0;1;2;5;2
189;10;[[3], [-5]];[1, 2];0;0;2;5;2
190;10;[[3], [-5]];[-4, 2];0;1;2;5;2
191;10;[[3], [-5]];[-4, -5];1;0;2;5;2
192;10;[[3], [-5]];[-5, 1];1;0;2;5;2
193;10;[[3], [-5]];[-2, -3];0;1;2;5;2
194;10;[[3], [-5]];[-3, 2];0;0;2;5;2
195;10;[[3], [-5]];[-5, -4];1;0;2;5;2
196;10;[[3], [-5]];[3, 1];1;0;2;5;2
197;10;[[3], [-5]];[-3, -4];0;1;2;5;2
198;10;[[3], [-5]];[-3, 1];0;0;2;5;2
199;10;[[3], [-5]];[-4, -2];0;1;2;5;2
200;10;[[3], [-5]];[-1, 3];1;0;2;5;2
201;11;[[2], [-4, 2], [-5, -2]];[-5, 4];1;0;2;5;3
202;11;[[2], [-4, 2], [-5, -2]];[2, -3];1;0;2;5;3
203;11;[[2], [-4, 2], [-5, -2]];[3, -2];0;0;2;5;3
204;11;[[2], [-4, 2], [-5, -2]];[-1, -5];1;0;2;5;3
205;11;[[2], [-4, 2], [-5, -2]];[-2, -5];1;0;2;5;3
206;11;[[2], [-4, 2], [-5, -2]];[2, 3];1;0;2;5;3
207;11;[[2], [-4, 2], [-5, -2]];[-3, -1];0;1;2;5;3
208;11;[[2], [-4, 2], [-5, -2]];[-2, -1];0;0;2;5;3
209;11;[[2], [-4, 2], [-5, -2]];[-3, 1];0;1;2;5;3
210;11;[[2], [-4, 2], [-5, -2]];[-1, 2];1;0;2;5;3
211;11;[[2], [-4, 2], [-5, -2]];[-1, 3];0;0;2;5;3
212;11;[[2], [-4, 2], [-5, -2]];[4, 2];1;0;2;5;3
213;11;[[2], [-4, 2], [-5, -2]];[4, -1];0;0;2;5;3
214;11;[[2], [-4, 2], [-5, -2]];[2, 4];1;0;2;5;3
215;11;[[2], [-4, 2], [-5, -2]];[-4, 1];0;1;2;5;3
216;11;[[2], [-4, 2], [-5, -2]];[2, 1];1;0;2;5;3
217;11;[[2], [-4, 2], [-5, -2]];[3, 4];0;0;2;5;3
218;11;[[2], [-4, 2], [-5, -2]];[-5, -1];1;0;2;5;3
219;11;[[2], [-4, 2], [-5, -2]];[1, 4];0;1;2;5;3
220;11;[[2], [-4, 2], [-5, -2]];[1, -4];0;1;2;5;3
221;12;[[-1, 3], [-5, 4], [1]];[-1, -2];0;0;2;5;3
222;12;[[-1, 3], [-5, 4], [1]];[2, 4];0;1;2;5;3
223;12;[[-1, 3], [-5, 4], [1]];[-5, 3];1;0;2;5;3
224;12;[[-1, 3], [-5, 4], [1]];[-2, -4];0;0;2;5;3
225;12;[[-1, 3], [-5, 4], [1]];[4, -5];0;1;2;5;3
226;12;[[-1, 3], [-5, 4], [1]];[-3, -2];0;0;2;5;3
227;12;[[-1, 3], [-5, 4], [1]];[2, -4];0;1;2;5;3
228;12;[[-1, 3], [-5, 4], [1]];[-3, -5];0;0;2;5;3
229;12;[[-1, 3], [-5, 4], [1]];[-4, -5];0;0;2;5;3
230;12;[[-1, 3], [-5, 4], [1]];[-5, 4];0;1;2;5;3
231;12;[[-1, 3], [-5, 4], [1]];[1, -3];1;0;2;5;3
232;12;[[-1, 3], [-5, 4], [1]];[3, -4];1;0;2;5;3
233;12;[[-1, 3], [-5, 4], [1]];[1, 4];1;0;2;5;3
234;12;[[-1, 3], [-5, 4], [1]];[2, 1];1;0;2;5;3
235;12;[[-1, 3], [-5, 4], [1]];[-2, 4];0;1;2;5;3
236;12;[[-1, 3], [-5, 4], [1]];[-3, 4];0;1;2;5;3
237;12;[[-1, 3], [-5, 4], [1]];[3, 1];1;0;2;5;3
238;12;[[-1, 3], [-5, 4], [1]];[-5, -4];0;0;2;5;3
239;12;[[-1, 3], [-5, 4], [1]];[4, -2];0;1;2;5;3
240;12;[[-1, 3], [-5, 4], [1]];[-3, -1];0;0;2;5;3
241;13;[[4], [2], [2, 3]];[-3, -4];0;0;2;5;3
242;13;[[4], [2], [2, 3]];[-1, 4];1;0;2;5;3
243;13;[[4], [2], [2, 3]];[-1, 3];0;1;2;5;3
244;13;[[4], [2], [2, 3]];[2, 3];1;0;2;5;3
245;13;[[4], [2], [2, 3]];[-3, 1];0;1;2;5;3
246;13;[[4], [2], [2, 3]];[-2, -3];0;0;2;5;3
247;13;[[4], [2], [2, 3]];[3, 2];1;0;2;5;3
248;13;[[4], [2], [2, 3]];[-2, 4];1;0;2;5;3
249;13;[[4], [2], [2, 3]];[-5, -3];0;0;2;5;3
250;13;[[4], [2], [2, 3]];[4, -2];1;0;2;5;3
251;13;[[4], [2], [2, 3]];[1, -3];0;1;2;5;3
252;13;[[4], [2], [2, 3]];[-4, -1];0;0;2;5;3
253;13;[[4], [2], [2, 3]];[4, -1];1;0;2;5;3
254;13;[[4], [2], [2, 3]];[-5, -4];0;0;2;5;3
255;13;[[4], [2], [2, 3]];[1, 3];0;1;2;5;3
256;13;[[4], [2], [2, 3]];[2, 1];1;0;2;5;3
257;13;[[4], [2], [2, 3]];[4, 1];1;0;2;5;3
258;13;[[4], [2], [2, 3]];[-2, -4];0;0;2;5;3
259;13;[[4], [2], [2, 3]];[3, 4];1;0;2;5;3
260;13;[[4], [2], [2, 3]];[3, -2];0;1;2;5;3
261;14;[[-3], [-2]];[-5, 2];0;0;2;5;2
262;14;[[-3], [-2]];[-3, 1];1;0;2;5;2
263;14;[[-3], [-2]];[-3, 4];1;0;2;5;2
264;14;[[-3], [-2]];[-2, -1];1;0;2;5;2
265;14;[[-3], [-2]];[4, -3];1;0;2;5;2
266;14;[[-3], [-2]];[2, 3];0;0;2;5;2
267;14;[[-3], [-2]];[-2, -4];1;0;2;5;2
268;14;[[-3], [-2]];[-3, -5];1;0;2;5;2
269;14;[[-3], [-2]];[4, 1];0;0;2;5;2
270;14;[[-3], [-2]];[4, 3];0;0;2;5;2
271;14;[[-3], [-2]];[3, 4];0;0;2;5;2
272;14;[[-3], [-2]];[-4, 2];0;1;2;5;2
273;14;[[-3], [-2]];[2, 1];0;0;2;5;2
274;14;[[-3], [-2]];[1, 3];0;0;2;5;2
275;14;[[-3], [-2]];[2, -3];1;0;2;5;2
276;14;[[-3], [-2]];[1, 4];0;0;2;5;2
277;14;[[-3], [-2]];[-3, -1];1;0;2;5;2
278;14;[[-3], [-2]];[-5, -1];0;1;2;5;2
279;14;[[-3], [-2]];[1, -4];0;1;2;5;2
280;14;[[-3], [-2]];[2, -5];0;0;2;5;2
281;15;[[-4], [-3], [-2, 4]];[-5, 1];0;0;2;5;3
282;15;[[-4], [-3], [-2, 4]];[-5, -2];1;0;2;5;3
283;15;[[-4], [-3], [-2, 4]];[-3, -1];1;0;2;5;3
284;15;[[-4], [-3], [-2, 4]];[-4, 2];1;0;2;5;3
285;15;[[-4], [-3], [-2, 4]];[2, -5];0;0;2;5;3
286;15;[[-4], [-3], [-2, 4]];[-3, -2];1;0;2;5;3
287;15;[[-4], [-3], [-2, 4]];[-4, 3];1;0;2;5;3
288;15;[[-4], [-3], [-2, 4]];[-4, -3];1;0;2;5;3
289;15;[[-4], [-3], [-2, 4]];[4, 2];0;0;2;5;3
290;15;[[-4], [-3], [-2, 4]];[-1, -2];1;0;2;5;3
291;15;[[-4], [-3], [-2, 4]];[-3, -4];1;0;2;5;3
292;15;[[-4], [-3], [-2, 4]];[-5, -4];1;0;2;5;3
293;15;[[-4], [-3], [-2, 4]];[-1, -3];1;0;2;5;3
294;15;[[-4], [-3], [-2, 4]];[4, -1];0;1;2;5;3
295;15;[[-4], [-3], [-2, 4]];[-4, -5];1;0;2;5;3
296;15;[[-4], [-3], [-2, 4]];[4, 1];0;0;2;5;3
297;15;[[-4], [-3], [-2, 4]];[-5, 3];0;0;2;5;3
298;15;[[-4], [-3], [-2, 4]];[-1, 3];0;1;2;5;3
299;15;[[-4], [-3], [-2, 4]];[-1, -4];1;0;2;5;3
300;15;[[-4], [-3], [-2, 4]];[1, -5];0;0;2;5;3
301;16;[[-1, 3], [-5, -4]];[3, -1];1;0;2;5;2
302;16;[[-1, 3], [-5, -4]];[4, 1];0;0;2;5;2
303;16;[[-1, 3], [-5, -4]];[-3, 1];0;0;2;5;2
304;16;[[-1, 3], [-5, -4]];[-3, -2];0;0;2;5;2
305;16;[[-1, 3], [-5, -4]];[-1, -4];1;0;2;5;2
306;16;[[-1, 3], [-5, -4]];[-1, -5];1;0;2;5;2
307;16;[[-1, 3], [-5, -4]];[-2, 3];0;1;2;5;2
308;16;[[-1, 3], [-5, -4]];[-2, 4];0;0;2;5;2
309;16;[[-1, 3], [-5, -4]];[4, -3];0;0;2;5;2
310;16;[[-1, 3], [-5, -4]];[2, -5];1;0;2;5;2
311;16;[[-1, 3], [-5, -4]];[-3, -1];1;0;2;5;2
312;16;[[-1, 3], [-5, -4]];[3, 4];0;1;2;5;2
313;16;[[-1, 3], [-5, -4]];[-1, -2];1;0;2;5;2
314;16;[[-1, 3], [-5, -4]];[-1, -3];1;0;2;5;2
315;16;[[-1, 3], [-5, -4]];[2, 3];0;1;2;5;2
316;16;[[-1, 3], [-5, -4]];[-1, 4];1;0;2;5;2
317;16;[[-1, 3], [-5, -4]];[3, -2];0;1;2;5;2
318;16;[[-1, 3], [-5, -4]];[-4, 2];0;1;2;5;2
319;16;[[-1, 3], [-5, -4]];[4, -1];1;0;2;5;2
320;16;[[-1, 3], [-5, -4]];[-5, -2];1;0;2;5;2
321;17;[[-1, 3], [3], [-2, -5]];[2, -5];1;0;2;5;3
322;17;[[-1, 3], [3], [-2, -5]];[4, -3];0;0;2;5;3
323;17;[[-1, 3], [3], [-2, -5]];[4, -1];0;0;2;5;3
324;17;[[-1, 3], [3], [-2, -5]];[-1, 4];0;0;2;5;3
325;17;[[-1, 3], [3], [-2, -5]];[-2, 4];0;0;2;5;3
326;17;[[-1, 3], [3], [-2, -5]];[-2, -5];1;0;2;5;3
327;17;[[-1, 3], [3], [-2, -5]];[3, -1];1;0;2;5;3
328;17;[[-1, 3], [3], [-2, -5]];[2, -3];0;1;2;5;3
329;17;[[-1, 3], [3], [-2, -5]];[-5, -3];1;0;2;5;3
330;17;[[-1, 3], [3], [-2, -5]];[-4, 1];0;1;2;5;3
331;17;[[-1, 3], [3], [-2, -5]];[3, 1];1;0;2;5;3
332;17;[[-1, 3], [3], [-2, -5]];[-3, 2];0;1;2;5;3
333;17;[[-1, 3], [3], [-2, -5]];[-4, -3];0;1;2;5;3
334;17;[[-1, 3], [3], [-2, -5]];[-3, -1];0;0;2;5;3
335;17;[[-1, 3], [3], [-2, -5]];[-1, -2];0;0;2;5;3
336;17;[[-1, 3], [3], [-2, -5]];[2, 3];1;0;2;5;3
337;17;[[-1, 3], [3], [-2, -5]];[-3, -4];0;1;2;5;3
338;17;[[-1, 3], [3], [-2, -5]];[-5, 2];1;0;2;5;3
339;17;[[-1, 3], [3], [-2, -5]];[4, -5];1;0;2;5;3
340;17;[[-1, 3], [3], [-2, -5]];[-1, -4];0;1;2;5;3
341;18;[[-1], [3, -2], [-2]];[-4, -1];1;0;2;5;3
342;18;[[-1], [3, -2], [-2]];[-5, -4];0;0;2;5;3
343;18;[[-1], [3, -2], [-2]];[-2, -1];1;0;2;5;3
344;18;[[-1], [3, -2], [-2]];[-1, 3];1;0;2;5;3
345;18;[[-1], [3, -2], [-2]];[4, -5];0;1;2;5;3
346;18;[[-1], [3, -2], [-2]];[-2, -5];1;0;2;5;3
347;18;[[-1], [3, -2], [-2]];[1, -3];0;0;2;5;3
348;18;[[-1], [3, -2], [-2]];[1, 3];0;1;2;5;3
349;18;[[-1], [3, -2], [-2]];[3, -1];1;0;2;5;3
350;18;[[-1], [3, -2], [-2]];[-4, -2];1;0;2;5;3
351;18;[[-1], [3, -2], [-2]];[-2, 3];1;0;2;5;3
352;18;[[-1], [3, -2], [-2]];[-1, 2];1;0;2;5;3
353;18;[[-1], [3, -2], [-2]];[-5, -3];0;0;2;5;3
354;18;[[-1], [3, -2], [-2]];[-4, 2];0;0;2;5;3
355;18;[[-1], [3, -2], [-2]];[3, 2];0;1;2;5;3
356;18;[[-1], [3, -2], [-2]];[-4, 3];0;1;2;5;3
357;18;[[-1], [3, -2], [-2]];[3, -5];0;1;2;5;3
358;18;[[-1], [3, -2], [-2]];[2, 1];0;0;2;5;3
359;18;[[-1], [3, -2], [-2]];[-5, -1];1;0;2;5;3
360;18;[[-1], [3, -2], [-2]];[2, 4];0;1;2;5;3
361;19;[[-1, -3], [1]];[-4, 3];0;0;2;5;2
362;19;[[-1, -3], [1]];[-2, 1];1;0;2;5;2
363;19;[[-1, -3], [1]];[-4, -1];0;0;2;5;2
364;19;[[-1, -3], [1]];[-3, -2];1;0;2;5;2
365;19;[[-1, -3], [1]];[1, -2];1;0;2;5;2
366;19;[[-1, -3], [1]];[4, 2];0;1;2;5;2
367;19;[[-1, -3], [1]];[-5, 1];1;0;2;5;2
368;19;[[-1, -3], [1]];[-4, -3];1;0;2;5;2
369;19;[[-1, -3], [1]];[-2, 4];0;1;2;5;2
370;19;[[-1, -3], [1]];[3, -4];0;0;2;5;2
371;19;[[-1, -3], [1]];[1, 3];1;0;2;5;2
372;19;[[-1, -3], [1]];[-3, -4];1;0;2;5;2
373;19;[[-1, -3], [1]];[-3, -5];1;0;2;5;2
374;19;[[-1, -3], [1]];[-1, -2];0;0;2;5;2
375;19;[[-1, -3], [1]];[3, -1];0;0;2;5;2
376;19;[[-1, -3], [1]];[4, -1];0;1;2;5;2
377;19;[[-1, -3], [1]];[2, -3];1;0;2;5;2
378;19;[[-1, -3], [1]];[3, -2];0;0;2;5;2
379;19;[[-1, -3], [1]];[2, 3];0;1;2;5;2
380;19;[[-1, -3], [1]];[4, -3];1;0;2;5;2
381;20;[[-1, -2], [-5, 1], [-4, -1]];[4, -1];0;0;2;5;3
382;20;[[-1, -2], [-5, 1], [-4, -1]];[-3, -1];0;0;2;5;3
383;20;[[-1, -2], [-5, 1], [-4, -1]];[2, 3];0;1;2;5;3
384;20;[[-1, -2], [-5, 1], [-4, -1]];[2, -4];1;0;2;5;3
