id_set;clauses;k_sat;n_var;num_clauses
149;[[-1, 2], [4]];2;5;2
150;[[1, -5], [3], [2, -4]];2;5;3
151;[[-1], [-2], [-5, 2]];2;5;3
152;[[-5], [-4, -2]];2;5;2
153;[[4, 2], [4], [-1, 4]];2;5;3
154;[[-3], [-2, -5], [4]];2;5;3
155;[[1], [4, -3], [4]];2;5;3
156;[[1, -4], [-3], [-1]];2;5;3
157;[[1], [-5], [2]];2;5;3
158;[[2, -5], [4]];2;5;2
159;[[-2, 3], [3, 2]];2;5;2
160;[[-3], [1], [4, -5]];2;5;3
161;[[-1, -5], [4, -5]];2;5;2
162;[[2], [3]];2;5;2
163;[[3], [-2, -1]];2;5;2
164;[[-1], [-2, -1], [2]];2;5;3
165;[[2], [-4, -3], [-3, -2]];2;5;3
166;[[3], [-3, -4], [-3, 1]];2;5;3
167;[[-3, 4], [-2, 3]];2;5;2
168;[[1, 2], [-4, 2], [-3]];2;5;3
169;[[-4, 2], [2]];2;5;2
170;[[-4], [-2], [3]];2;5;3
171;[[2], [-4, -5], [1, -5]];2;5;3
172;[[1], [-5], [3]];2;5;3
173;[[-2, -5], [-2], [-1]];2;5;3
174;[[3, -2], [-2, 3], [2]];2;5;3
175;[[-1], [1, 4], [2]];2;5;3
176;[[-2, 3], [2]];2;5;2
177;[[3], [3, -4]];2;5;2
178;[[-4], [-1]];2;5;2
179;[[-3], [4, -1], [3, 4]];2;5;3
180;[[-4, 3], [3, -5]];2;5;2
181;[[-2, -1], [-1, -4]];2;5;2
182;[[-4], [-4, 1], [-3, 4]];2;5;3
183;[[-2], [1]];2;5;2
184;[[-5], [2, 1]];2;5;2
185;[[3, 4], [-3], [-2, 4]];2;5;3
186;[[4, -2], [2], [3, 2]];2;5;3
187;[[-5], [1, -5], [-3, -1]];2;5;3
188;[[-1, 3], [-5], [4]];2;5;3
189;[[-4, -2], [-3]];2;5;2
190;[[4, -5], [-2], [-1]];2;5;3
191;[[-3], [-1, 2]];2;5;2
192;[[-1, -5], [1, 4], [-4, -2]];2;5;3
193;[[3], [2], [3, -5]];2;5;3
194;[[-5], [4, 1], [3]];2;5;3
195;[[-5, 4], [3, -1], [-1]];2;5;3
196;[[4, -1], [4, -2]];2;5;2
197;[[-1], [-5, -3], [-2]];2;5;3
198;[[-5], [3, 1], [-4]];2;5;3
199;[[-1], [2]];2;5;2
200;[[-4, -1], [3, -2]];2;5;2
201;[[-1], [2, 4], [-2, 1]];2;5;3
202;[[3, -5], [-5], [1, 3]];2;5;3
203;[[-5], [2, -3], [-4]];2;5;3
204;[[-1, -2], [4, 1]];2;5;2
205;[[-4, -2], [1, -5]];2;5;2
206;[[4], [2], [1, 3]];2;5;3
207;[[3, -5], [-4], [1]];2;5;3
208;[[3], [-2, 4]];2;5;2
209;[[3, -1], [-1]];2;5;2
210;[[3, -1], [3]];2;5;2
211;[[-2], [4, -3], [-3]];2;5;3
212;[[-4, -3], [-3]];2;5;2
213;[[-5], [-3], [-2, -1]];2;5;3
214;[[-4, -3], [-2, 3], [-4]];2;5;3
215;[[-4, -1], [-1], [-5]];2;5;3
216;[[-4, -1], [3, 2]];2;5;2
217;[[-4, -2], [-3]];2;5;2
218;[[4, 2], [1], [-5, 1]];2;5;3
219;[[-3], [4], [-3, -4]];2;5;3
220;[[-5], [3]];2;5;2
221;[[2, 1], [3]];2;5;2
222;[[3, -2], [1, -3], [2]];2;5;3
223;[[-4], [-5], [4, -5]];2;5;3
224;[[-1, 2], [-3, 4]];2;5;2
225;[[-4], [-5, 3]];2;5;2
226;[[3, 4], [-2]];2;5;2
227;[[1], [-1, -3]];2;5;2
228;[[-5], [1, 2], [-4, -2]];2;5;3
229;[[2], [-1, -2]];2;5;2
230;[[2], [3], [-1]];2;5;3
231;[[4], [3]];2;5;2
232;[[-3], [2, 1]];2;5;2
233;[[-5, 3], [-1], [-4]];2;5;3
234;[[-1, 4], [-5, 3]];2;5;2
235;[[1, -2], [4], [3, -2]];2;5;3
236;[[1], [1, -4], [4]];2;5;3
237;[[-1, 3], [2, -1], [-2]];2;5;3
238;[[1, 2], [1, -2]];2;5;2
239;[[-4, -3], [2, 3]];2;5;2
240;[[2, 4], [-1, 4], [4]];2;5;3
241;[[-3], [1]];2;5;2
242;[[-5], [-3]];2;5;2
243;[[1, -2], [3], [-1]];2;5;3
244;[[-4, 2], [4, 1], [-2, -4]];2;5;3
245;[[-3], [2], [1]];2;5;3
246;[[1, 3], [4, 1], [-5, 4]];2;5;3
247;[[-1, 2], [3]];2;5;2
248;[[-4], [2], [2, 1]];2;5;3
249;[[-3], [4], [2, -4]];2;5;3
250;[[1, -3], [2, 3], [-1]];2;5;3
251;[[3], [2], [4]];2;5;3
252;[[3, -4], [3], [1]];2;5;3
253;[[-3], [-4]];2;5;2
254;[[-2, -1], [2, 3], [1]];2;5;3
255;[[4], [2, 1]];2;5;2
256;[[-2], [3]];2;5;2
257;[[-4], [3, 2]];2;5;2
258;[[-2, 3], [2]];2;5;2
259;[[-1], [2]];2;5;2
260;[[-4, -5], [3]];2;5;2
261;[[-2, -3], [1, 3], [-3]];2;5;3
262;[[-1, -5], [4], [-3]];2;5;3
263;[[4, 3], [-5, -3]];2;5;2
264;[[4], [2, 3], [1]];2;5;3
265;[[4, 1], [2, -3]];2;5;2
266;[[2], [4, 2]];2;5;2
267;[[-1, -3], [-1, 3]];2;5;2
268;[[1, -3], [1, -4], [-3, -1]];2;5;3
269;[[4], [-1], [3, -2]];2;5;3
270;[[3, -1], [1], [3]];2;5;3
271;[[-5], [-1]];2;5;2
272;[[2, -1], [-1], [4, -2]];2;5;3
273;[[1], [-4], [-4, 2]];2;5;3
274;[[4, 3], [-1], [-2]];2;5;3
275;[[2], [2, -5]];2;5;2
276;[[-4], [2]];2;5;2
277;[[-5, 2], [1, -4]];2;5;2
278;[[-4, 2], [3, -1], [-2, 3]];2;5;3
279;[[4, -5], [-2, -1]];2;5;2
280;[[-1, -2], [3]];2;5;2
281;[[3, -2], [-3], [-1, -4]];2;5;3
282;[[-5], [3], [-1, -2]];2;5;3
283;[[1], [4, 1], [-5, 3]];2;5;3
284;[[1, 2], [2, -1]];2;5;2
285;[[-2], [2, 1], [2, -4]];2;5;3
286;[[2, 1], [-3]];2;5;2
287;[[-5, 3], [-5, 2]];2;5;2
288;[[2], [1], [3, 4]];2;5;3
289;[[2], [-3, -4]];2;5;2
290;[[1, 2], [-1]];2;5;2
291;[[-4, -2], [2, -5], [3, 2]];2;5;3
292;[[4, 3], [-1, -4]];2;5;2
293;[[4, -5], [3], [4, 1]];2;5;3
294;[[-5], [-1, 4]];2;5;2
295;[[-2], [-4, 3]];2;5;2
296;[[-5], [-1], [4]];2;5;3
297;[[-5], [-3]];2;5;2
298;[[-3, -5], [4]];2;5;2
299;[[1, -3], [1], [2, -4]];2;5;3
300;[[-2], [-1]];2;5;2
301;[[2, -4], [-4, -5]];2;5;2
302;[[-3, 4], [-1, 4]];2;5;2
303;[[3], [-2], [1, -2]];2;5;3
304;[[-3], [-5, -3]];2;5;2
305;[[3, 4], [-2]];2;5;2
306;[[-5, -3], [-5, 3]];2;5;2
307;[[4], [1]];2;5;2
308;[[3, 4], [-3, -5], [-4]];2;5;3
309;[[4], [-2], [-4, -3]];2;5;3
310;[[-1, 4], [-5], [-5, -2]];2;5;3
311;[[-3], [-1], [2]];2;5;3
312;[[-2], [-5]];2;5;2
313;[[-4, 1], [-5], [3]];2;5;3
314;[[3], [1, 3], [-4, -2]];2;5;3
315;[[-4, 1], [-1], [3]];2;5;3
316;[[3, -1], [2]];2;5;2
317;[[-3, 4], [3, 2]];2;5;2
318;[[-2], [-5, 2], [-4]];2;5;3
319;[[-2], [-4]];2;5;2
320;[[1], [2, -1], [-3]];2;5;3
321;[[-5, -1], [2, -1]];2;5;2
322;[[-5], [3], [-2]];2;5;3
323;[[3, -4], [-4]];2;5;2
324;[[2, -5], [-4, -3], [-5]];2;5;3
325;[[-5, -3], [-2, -5]];2;5;2
326;[[-5, 3], [-2, 1]];2;5;2
327;[[4], [-5, 2]];2;5;2
328;[[-3, 4], [2], [-5, 4]];2;5;3
329;[[-3, 4], [3, -2]];2;5;2
330;[[-5, -4], [-5, -2]];2;5;2
331;[[1, -2], [-3, -5]];2;5;2
332;[[3], [1]];2;5;2
333;[[1, -2], [4], [-1]];2;5;3
334;[[-3, 1], [4, -1], [4]];2;5;3
335;[[2], [1, -5]];2;5;2
336;[[2], [-3]];2;5;2
337;[[3, -1], [-5]];2;5;2
338;[[-4], [-5], [-1]];2;5;3
339;[[-4, 1], [-5], [2]];2;5;3
340;[[4, -1], [4], [2, 1]];2;5;3
341;[[-5], [2], [-1]];2;5;3
342;[[4], [-2], [1]];2;5;3
343;[[-1, -3], [1], [-5, -4]];2;5;3
344;[[-4], [-5, 4]];2;5;2
345;[[4], [-5]];2;5;2
346;[[-3], [3, -5]];2;5;2
347;[[4, -3], [-1, 2], [-5]];2;5;3
348;[[-1, -5], [-2, 4], [3, -4]];2;5;3
349;[[2], [-5, 2], [2, 4]];2;5;3
350;[[-2, -3], [-3], [-3, -5]];2;5;3
351;[[-5, -4], [-1], [-2, 3]];2;5;3
352;[[-3], [-3, -5]];2;5;2
353;[[-4, 1], [-3], [-4]];2;5;3
354;[[2], [4]];2;5;2
355;[[-5, -2], [3]];2;5;2
356;[[3, 4], [4], [3]];2;5;3
357;[[2, -3], [-1], [-3, -4]];2;5;3
358;[[2], [-2, -1], [4, -5]];2;5;3
359;[[-5], [1], [4, 2]];2;5;3
360;[[-5, 3], [2], [-4, -1]];2;5;3
361;[[3, -4], [2]];2;5;2
362;[[2], [3, -5]];2;5;2
363;[[-2, -3], [-5, 3], [3, 1]];2;5;3
364;[[-2, 3], [3]];2;5;2
365;[[3, -4], [1, -3]];2;5;2
366;[[-5], [2, -5]];2;5;2
367;[[4], [1, 4], [1]];2;5;3
368;[[-2], [3]];2;5;2
369;[[-2], [-3], [2, 4]];2;5;3
370;[[4], [-3, 2], [-5, -3]];2;5;3
371;[[-5], [1]];2;5;2
372;[[4, 2], [2]];2;5;2
373;[[-4], [-1], [1, 3]];2;5;3
374;[[3, 2], [-5]];2;5;2
375;[[-3], [1], [4, 3]];2;5;3
376;[[-4], [-4, 1], [-2, -1]];2;5;3
377;[[-3], [-1, -3], [1, -2]];2;5;3
378;[[1, 2], [-4], [-3, 2]];2;5;3
379;[[-1], [3]];2;5;2
380;[[-2, -1], [-3, -5]];2;5;2
381;[[-5, -4], [4, 3], [4]];2;5;3
382;[[-2], [-2, 3], [-4]];2;5;3
383;[[1, -2], [-3, -1], [-4, -5]];2;5;3
384;[[-1], [2]];2;5;2
385;[[3, 2], [-3], [-4]];2;5;3
386;[[1, 3], [-2]];2;5;2
387;[[-2], [-3, 2], [1]];2;5;3
388;[[-1], [-3, 4], [-1, -5]];2;5;3
389;[[-5], [-4]];2;5;2
390;[[-5, 1], [-1, 2]];2;5;2
391;[[2], [-1, 4], [4, -3]];2;5;3
392;[[-5], [2, -4], [3]];2;5;3
393;[[-4], [-2], [1]];2;5;3
394;[[-4, -5], [3, -5]];2;5;2
395;[[3], [2, 4]];2;5;2
396;[[1], [-4, -2], [-3]];2;5;3
397;[[-4, 3], [-5]];2;5;2
398;[[-4], [-2]];2;5;2
399;[[2], [-3], [-1]];2;5;3
400;[[4, -1], [1]];2;5;2
401;[[2, -1], [2]];2;5;2
402;[[1, -2], [-2]];2;5;2
403;[[-2, -4], [-1, 4], [3, -5]];2;5;3
404;[[-3], [-5, 1], [2, -4]];2;5;3
405;[[3], [-1], [-2]];2;5;3
406;[[2, -5], [-1, 3]];2;5;2
407;[[3, -2], [2], [-1, 3]];2;5;3
408;[[2], [-1, 2]];2;5;2
409;[[4, -1], [1, -4]];2;5;2
410;[[-3], [1], [-4, -2]];2;5;3
411;[[4, 1], [1], [-4, -2]];2;5;3
412;[[1], [-5]];2;5;2
413;[[-1, 3], [3, -4]];2;5;2
414;[[1], [4]];2;5;2
415;[[-1, -4], [4, 3], [2, -3]];2;5;3
416;[[-1, -2], [1, -3], [-1, 2]];2;5;3
417;[[1], [2, 1]];2;5;2
418;[[4, 2], [-4, -3]];2;5;2
419;[[-3], [-1, 4], [3, 4]];2;5;3
420;[[4, 2], [3, -5]];2;5;2
421;[[-5], [-3, 4], [1, 3]];2;5;3
422;[[2], [-4, 2]];2;5;2
423;[[-4, 3], [-3], [1, -4]];2;5;3
424;[[-4, 2], [2, 1], [4, 3]];2;5;3
425;[[-4, 2], [3, -2], [4]];2;5;3
426;[[-4, 2], [-1]];2;5;2
427;[[1, -3], [-1, -3]];2;5;2
428;[[1], [1, -5], [-5]];2;5;3
429;[[-3], [-4, -5], [-1, -2]];2;5;3
430;[[-1], [-2], [-5, 1]];2;5;3
431;[[-1, 2], [-1, -5], [2]];2;5;3
432;[[-5], [-3, 1], [2]];2;5;3
433;[[-4], [-2], [3, -2]];2;5;3
434;[[-1, -2], [-3, -4], [3]];2;5;3
435;[[-1, 4], [3], [-4]];2;5;3
436;[[2, 4], [-1], [-4]];2;5;3
437;[[3], [4], [-4, -2]];2;5;3
438;[[2], [-3], [-4]];2;5;3
439;[[3], [2, 4], [4]];2;5;3
440;[[3, -2], [4, -3], [-3]];2;5;3
441;[[4, -1], [-3, -1], [2, 1]];2;5;3
442;[[-4], [-2, -5]];2;5;2
443;[[3], [2, 1], [1, -5]];2;5;3
444;[[4, 1], [-4, 1], [-5]];2;5;3
445;[[3], [-1, -3]];2;5;2
446;[[4], [3, -4]];2;5;2
447;[[1], [3, -1]];2;5;2
448;[[-2, -1], [3, -4]];2;5;2
449;[[3, 1], [-5], [-2]];2;5;3
450;[[-5, 4], [-2, -4]];2;5;2
451;[[-1, 2], [-4, -2]];2;5;2
452;[[-1], [3, -1]];2;5;2
453;[[2], [2, -4], [1]];2;5;3
454;[[-3, 1], [-4], [-5, -1]];2;5;3
455;[[-1, 3], [-4]];2;5;2
456;[[-2], [-3], [-3, 1]];2;5;3
457;[[1, 4], [-3]];2;5;2
458;[[2], [-1, -5], [-3, 1]];2;5;3
459;[[1], [-5]];2;5;2
460;[[3, 1], [-3], [4]];2;5;3
461;[[2], [3], [1]];2;5;3
462;[[3, -4], [-3, 1]];2;5;2
463;[[-5], [-4, -1]];2;5;2
464;[[2], [3], [4, 3]];2;5;3
465;[[2], [-2, -4]];2;5;2
466;[[-1, -3], [4], [2]];2;5;3
467;[[-2, -3], [-2], [-1]];2;5;3
468;[[2, 3], [-3, 2], [2, 4]];2;5;3
469;[[2, 1], [-1], [1, -5]];2;5;3
470;[[-4], [-5, -2], [-2]];2;5;3
471;[[4, -3], [-1, -4]];2;5;2
472;[[2, -4], [-3, -5]];2;5;2
473;[[2, -4], [1]];2;5;2
474;[[1, -3], [3], [-5, 3]];2;5;3
475;[[-4, 3], [-3, -4], [-5, 3]];2;5;3
476;[[-4], [4, -5]];2;5;2
477;[[-4], [-5], [2, 4]];2;5;3
478;[[2, -5], [-4], [-3, -4]];2;5;3
479;[[3, -1], [2, 1]];2;5;2
480;[[-5], [-1], [2]];2;5;3
481;[[-4], [1], [-3, 2]];2;5;3
482;[[2], [-1]];2;5;2
483;[[-3, -4], [-4, 2]];2;5;2
484;[[2], [1, 3], [-1]];2;5;3
485;[[4], [3], [-1]];2;5;3
486;[[-4, 3], [-2]];2;5;2
487;[[-5, -1], [3]];2;5;2
488;[[1, 3], [-2, -3]];2;5;2
489;[[-2, -5], [-5, -4], [-1]];2;5;3
490;[[1], [-5]];2;5;2
491;[[-3], [-5]];2;5;2
492;[[-4, -1], [2, 1]];2;5;2
493;[[-2], [-5, -2], [4, -3]];2;5;3
494;[[-3, 1], [-5], [4, 3]];2;5;3
495;[[1, 4], [2]];2;5;2
496;[[-2], [1], [1, 2]];2;5;3
497;[[-4, 1], [3], [4]];2;5;3
498;[[3], [3, 4]];2;5;2
499;[[3, 2], [3]];2;5;2
500;[[-2, -4], [-1, 3]];2;5;2
501;[[-3], [1]];2;5;2
502;[[-5], [1, 4], [-1, 4]];2;5;3
503;[[4, 2], [3, -4]];2;5;2
504;[[-3, -1], [-3, 4]];2;5;2
505;[[-1], [-4]];2;5;2
506;[[3, -1], [-1], [-5, 1]];2;5;3
507;[[3], [-4, -3]];2;5;2
508;[[2, -3], [3]];2;5;2
509;[[-1, 2], [2]];2;5;2
510;[[-1], [3, 4], [2]];2;5;3
511;[[-2, 1], [1], [2]];2;5;3
512;[[1], [4, 3], [3]];2;5;3
513;[[2, 3], [-2, -1]];2;5;2
514;[[3], [2], [-5]];2;5;3
515;[[1, -4], [3], [2]];2;5;3
516;[[-5], [3]];2;5;2
517;[[-5], [2], [2, 4]];2;5;3
518;[[1, 3], [4], [3]];2;5;3
519;[[-2, -3], [1]];2;5;2
520;[[-2, 4], [4]];2;5;2
521;[[2, 1], [1, 4], [2]];2;5;3
522;[[-2, -5], [1]];2;5;2
523;[[-4], [3], [2]];2;5;3
524;[[3], [2]];2;5;2
525;[[-2, -4], [-2, 3], [3, -2]];2;5;3
526;[[3], [1]];2;5;2
527;[[2, 4], [-3, 4]];2;5;2
528;[[-5], [-3]];2;5;2
529;[[2, -3], [-3], [-5]];2;5;3
530;[[3], [4, -3], [4, -1]];2;5;3
531;[[3, -4], [-3]];2;5;2
532;[[2, -4], [4, -1]];2;5;2
533;[[-2, 3], [-2], [-5, -1]];2;5;3
534;[[-2], [-5, -2]];2;5;2
535;[[-2], [1, -5], [3, -2]];2;5;3
536;[[-4], [2], [-3, 1]];2;5;3
537;[[-1, 2], [-4, -1], [4]];2;5;3
538;[[-3, -5], [-2, -4]];2;5;2
539;[[-4, 1], [-2]];2;5;2
540;[[-3], [3, -2], [1]];2;5;3
541;[[-2], [-5, 4], [-3, -2]];2;5;3
542;[[2, -3], [-1]];2;5;2
543;[[-2], [3], [-5]];2;5;3
544;[[-3, -5], [1]];2;5;2
545;[[-5, -4], [-3, 2], [-1, 2]];2;5;3
546;[[-1], [4, -1], [-3]];2;5;3
547;[[1, -3], [-5], [1, 3]];2;5;3
548;[[-3], [1, -3]];2;5;2
549;[[1], [-2, 3]];2;5;2
550;[[-3], [1], [-2, -3]];2;5;3
551;[[3, -1], [2, -1], [-3, 2]];2;5;3
552;[[1, -3], [-5], [-2, 4]];2;5;3
553;[[3], [3, 4], [2, 4]];2;5;3
554;[[-5], [1, -5]];2;5;2
555;[[-3], [1]];2;5;2
556;[[-3, 1], [-5]];2;5;2
557;[[4, -3], [1, -5]];2;5;2
558;[[2], [-4, 1], [-3]];2;5;3
559;[[-2], [-3, -5], [-1, -2]];2;5;3
560;[[-4, 1], [-1, 3], [-5]];2;5;3
561;[[-2], [4, -1]];2;5;2
562;[[4, -5], [2, 4], [3]];2;5;3
563;[[2], [3]];2;5;2
564;[[-5], [3, 1], [-5, 1]];2;5;3
565;[[-5, 2], [-4]];2;5;2
566;[[-5, -4], [-5, 2]];2;5;2
567;[[1], [-4, -3]];2;5;2
568;[[-5], [-3], [-4, -2]];2;5;3
569;[[-2, 1], [-3]];2;5;2
570;[[-2, -5], [4]];2;5;2
571;[[-3, -4], [3, -1], [3, -5]];2;5;3
572;[[-1, 2], [4]];2;5;2
573;[[-5], [3]];2;5;2
574;[[-1, 3], [-4, -2]];2;5;2
575;[[-4], [-4, 1], [-5, -2]];2;5;3
576;[[-2, -5], [4, 3], [3, 4]];2;5;3
577;[[3, 4], [-3]];2;5;2
578;[[1, 2], [4, -3], [-3]];2;5;3
579;[[-3, -4], [-5, -3]];2;5;2
580;[[-3, 2], [-5, -2]];2;5;2
581;[[4], [1], [-3]];2;5;3
582;[[-2], [3, 4]];2;5;2
583;[[-1, 3], [3], [1]];2;5;3
584;[[-5, 2], [-4, -3], [-2, 4]];2;5;3
585;[[1, 2], [3], [-5]];2;5;3
586;[[-3, 1], [2], [-2, -5]];2;5;3
587;[[-4, -5], [-2, 4], [1, -5]];2;5;3
588;[[-4], [1, 2]];2;5;2
589;[[-4, 2], [3]];2;5;2
590;[[-4], [4, 1]];2;5;2
591;[[-1, -4], [-5]];2;5;2
592;[[2, -4], [4], [4, 3]];2;5;3
593;[[-3, 1], [4, -3]];2;5;2
594;[[3, -1], [-3, -5], [1, 4]];2;5;3
595;[[-3], [-4], [-5, 3]];2;5;3
596;[[-2], [-1], [3, -1]];2;5;3
597;[[-1], [-2, 3]];2;5;2
598;[[-3], [-1]];2;5;2
599;[[-1, 4], [-1], [-5, 2]];2;5;3
600;[[-1], [4], [-1, -2]];2;5;3
601;[[-4, -1], [-3, -1]];2;5;2
602;[[4], [-1, 2], [-2, -4]];2;5;3
603;[[-1], [3]];2;5;2
604;[[3], [-1, -4], [-1]];2;5;3
605;[[2, -5], [3]];2;5;2
606;[[-3], [-2, -1], [3, 2]];2;5;3
607;[[-5, 1], [-1], [-3]];2;5;3
608;[[-3], [-1], [-5]];2;5;3
609;[[-5, 1], [2, 4]];2;5;2
